Name,Dept.,Rating,Difficulty,Would-Take-Again,Link
"McAlister, Jordan",Geography,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3070488
"Wonderlich, Michael",CS,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2590692
"Junge, Marius",MATH,2.1,3.2,12.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=908365
"Pascaleff, James",MATH,3.9,3.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1982066
"Cahill, David",Materials Engineering,3.1,3.4,42.8571,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2828839
"Canache, Damarys",PS,3.9,2.9,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=944878
"He, Wei",Electrical  Computer Engineering,2.1,3.8,22.2222,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2147222
"Kranek, Allison",ENGL,3.8,2,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2315188
"Sellers, Jordan",ENGL,4.8,2.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1052112
"Kang, Daniel",CS,1,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2984701
"Saxton-Fox, Theresa",ENG,1,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2704055
"Pak, Yoon",EDUC,4,1.8,60,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=944140
"Smith-Bolton, Rachel",Biology,4.4,3.2,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2264481
"Chettiar, Teri",PSYC,3.5,3,62.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2651957
"Cope, William",EDUC,2.4,4.4,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1835664
"King, Elizabeth",LING,5,1.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2833023
"Gill, Shahbaz",BUS,3.7,2.3,61.7647,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2051728
"Srikant, Jenny",MATH,4.4,2.9,81.8182,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2758669
"Nagashima, Daniel",PS,3.4,3.2,53.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018598
"Ugarte, Carmen",Agriculture,3,2.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2862455
"Han, Bumsoo",ME,5,5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3033248
"Chiu, Chung-Yi",Community Health Sciences,4.3,1.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2848874
"Nobili, Mauro",HIST,4.5,2.4,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125642
"Raptii, Zoi",MATH,3.8,3,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=739548
"Dilger, Anna",Animal Science,4.5,2.5,90,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1966421
"Lindsey, Mary",ENGL,4.8,1.8,92.8571,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1209159
"McKee, Malaika",African-American Studies,3.6,3.1,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1875992
"Posey, Stephanie",Information Science,1,3.8,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2958637
"Holden, Tasha",PSYC,3,3.7,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3016378
"Admal, Nikhil",ME,2.7,2,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2803703
"Hamm, Brian",Accounting,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3045965
"Forbes, Michael",CS,2,5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2600365
"Shomorony, Ilan",Electrical & Computer Engineering,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3067433
"Hyde, Daniel",PSYC,4,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2785455
"Solomon, Jon",Classics,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Smith, Kyle",ME,4.6,4,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985974
"Cai, Lili",ENG,3.7,2.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2981667
"Allen, Cody",ENG,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2924465
"Salo, Ken",Urban & Regional Planning,2.7,3,25,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1567161
"Yong, Alexander",MATH,4.2,3.1,71.4286,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1197986
"Livengood, Jonathan",PHIL,4.8,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Rienstra, Chad",CHEM,3.1,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=572831
"Bernhardt, Dan",ECON,2.4,4.8,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=827404
"Li, Haiyi",HIST,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3028179
"Meron, Shachar",ADV,4.9,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Leal, Cecilia",Materials Engineering,4.7,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2628233
"LI, Zhang",Accounting,4.6,2.2,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2650760
"Domínguez-García, Alejandro",ENG,4.8,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1493506
"King, Colleen",JOUR,2,3.7,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3024238
"Weiss, Dov",REL,4,1.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1725335
"Meidani, Hadi",Civil Engineering,3,3,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1926018
"Smith, Andrew",BIOE,3.8,2.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Machaka, Nessrine",EDUC,1,4.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3015915
"Tighe, Amelia",LING,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3066329
"James, Carrie",EDUC,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2778398
"Gittings, Mark",Systems Engineering,1.2,4.4,4.3478,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3041274
"Hassan, Wail",Comparative Literature,3.8,2.1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1136366
"Helmink, Susan",Natural Resources,4.5,1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2966216
"MacDonald, Jonathan",SPAN,3.1,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1560555
"Choy, Stacey",Accounting,3,3.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3041326
"Wagner, Travis",Information Science,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2996673
"Constante-Amores, Christian",ME,1,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3066006
"Hinchliffe, Joseph",PS,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Reddy, Allison",MATH,2.4,3.5,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=802749
"Maroun, Daniel",FR,5,1.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1483180
"Bradlow, Steven",MATH,2.2,3.8,15.3846,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1744253
"Meseguer, José",CS,2.6,3.7,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880712
"Gupta, Saurabh",Electrical & Computer Engineering,1.5,4.5,9.0909,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2694770
"Lee, Chia-Fon",ME,2.9,3.6,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Pal, Avantika",FIN,2.1,4.3,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3035874
"Lara , Mark",Biology,2.8,2.5,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2862576
"Richter, Stefan",Accounting,4,4.3,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2940106
"Huang, Can",FIN,4.7,3.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3044521
"Song, Kendra",MATH,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3057444
"Rodriguez , Violeta",PSYC,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3065836
"Sepkoski, David",HIST,3.7,2.7,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2523485
"Clarke, John",ARCH,2.2,3.8,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2818812
"Mikhail , Gabdullin",MATH,3.3,3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2927777
"Scharp, Kevin",PHIL,5,2.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2981060
"Kuenstler, Alexa",CHEM,3,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3065635
"Kempf, Christopher",ENGL,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2850866
"Huffman, Zach",ENG,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3065661
"Orta, Andrew",ANTH,3.2,3.4,43.4783,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211568
"Mineyev, Igor",MATH,1.6,4,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Pollet, Joshua",FIN,2.3,4,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1074566
"Sanchez, Carmen",BUS,3.7,1.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2856177
"Thurston , Stephanie ",PHIL,3,2.6,40,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2899329
"Stankus, Alison",SOCW,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3054900
"Taylor, Stephen",MUS,4.3,2.7,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=127115
"Calderwood, Eric",Comparative Literature,4.4,2.9,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372255
"Ji, Alice",TA,3.8,1.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3016616
"Pintar, Judith",SOC,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Silverman, Helaine",ANTH,3.7,2,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Miraftab, Faranak",Urban & Regional Planning,3.3,2.5,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1212176
"White, M. Christina",CHEM,2.2,3.7,25,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1845255
"Bashir, Masooda",PSYC,2,3.6,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1647240
"Cui, Chang",Biology,1,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3031013
"Castro, Carla",SPAN,4,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3064901
"Galloway, Molly",EDUC,3,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3064909
"Min, Haylee",PSYC,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3064892
"Alawini, Abdussalam",CS,4.2,3.4,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2442487
"Varden, Helga",PHIL,3.5,3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Hunter, Carla",PSYC,3.7,3.9,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1152781
"De Guenni, Lelys",STAT,2.6,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2599753
"Konar, Megan",Civil Engineering,3.3,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2680148
"Lafave, James Michael",ENG,3.5,2.8,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=199771
"Golding, Wallace",CMN,4.5,3.2,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450278
"Leon Ruiz, Daniel",Classics,4.6,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2185872
"Schutt-Aine, Jose",Electrical  Computer Engineering,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Fahnestock, Larry",Civil Engineering,5,2.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782008
"Matlack, Kathryn",ENG,3.7,2.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2861239
"Perez Landa, Ester",Languages,4,3.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2919047
"McKinnis, Leonard ",REL,4,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2897835
"Park, Se Il (James)",ADV,3,2.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3061855
"Starwalt, Wendy",Health Science,1,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2796900
"Banerjee, Arijit",Electrical & Computer Engineering,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3063595
"Erickson, Jeff",CS,4.6,4.3,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180296
"Hay, James",CMN,1.3,3.8,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581998
"Dramin-Weiss, Susan",Speech & Hearing Sciences,4.3,2.3,61.5385,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=982499
"Rhodes, Justin",PSYC,4.1,2.5,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=829930
"Hays, David",Art History,4.8,2,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=786822
"Tutumluer, Erol",Civil Engineering,2.5,2.3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290367
"Johnson, McKenzie",Natural Resources,3.8,2.8,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2561329
"Golparvar-Fard, Mani",Civil Engineering,4.8,2.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2176291
"Hunt, Anna",GER,3.5,2.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2647736
"Horowitz, Hannah",Civil Engineering,2,3.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2879708
"Sinha, Makrand",CS,3.5,3.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2945922
"Dolezal, Adam",Biology,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2776290
"VanDyne, Katie",SPAN,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2229517
"Placzek, Laura",MATH,2.8,3.3,42.5532,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2649658
"Gunter, Elsa",CS,2.1,4,21.875,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=986195
"Kerman, Ely",MATH,2.9,3.7,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1348404
"Bradshaw, Peter",MATH,5,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2908696
"Choquette, Kent",ENG,2.9,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1477321
"Szremski, Kasia",Ethnic Studies,5,1.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2975213
"McDowell, Kate",Information Science,2,3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861223
"Lemus, Jorge",ECON,2,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3062605
"Coppess, Jonathan",Agricultural Economics,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2798029
"Cottingham, Mary Rose",ENGL,4.8,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1506646
"Woodard, Brian",ENG,4.3,2.2,90,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1341265
"Harsh, Bailey",Animal Science,5,1.1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2695629
"Wheeler, Matthew",Animal Science,3.7,3.6,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2547545
"Zhang, Susu",PSYC,4.4,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2656657
"Callesano, Salvatore",SPAN,4.2,2.8,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2752640
"Albouy, David",ECON,4,3.8,60,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2369095
"Blystone, Ashley ",CHEM,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3058526
"Schroeder, Jason","Recreation, Parks, & Tourism",5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2843148
"Stark, Timothy",Civil Engineering,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3050961
"Antonson, Adrienne",Animal Science,4,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3061663
"Dean, Matthew",Animal Science,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3061654
"Ikeda, Jack",Biology,2.9,3.4,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=847973
"Chen, Xu",Electrical & Computer Engineering,4.9,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2449182
"Tsokaros, Antonio",PHYS,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2827817
"Ashley, Jeffrey",PS,3.3,1.7,65,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2127508
"Haran, Vidya",Information Systems,3.5,3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2545382
"Cho, Wendy",PS,4.1,4.3,87.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2369909
"Perez Pinera, Pablo",BIOE,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3034588
"Ramírez, Yuri",Ethnic Studies,3.3,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2872637
"Jewett, Brian",ATMS,3.7,2.7,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2160385
"Fortado, Stephanie",Labor & Employment Relations,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3060172
"Baron, Iryce",ENGL,4.4,2.4,86.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=366538
"Sachdev, Vishal",BUS,2.3,3.6,26.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1278286
"Callahan, Christopher",Liberal Arts  Sciences,3.7,3.3,45.4545,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2174940
"Cintron, Valerie",SOCW,3.8,3.3,77.7778,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2386001
"Marla, Lavanya",ENG,1.5,3.6,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1836373
"Langbort, Cedric",ENG,3,4.5,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2362285
"Kim, Nam sung",ENG,3,4.3,25,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2261548
"Plancon, Lucas",ENG,4.3,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3060054
"Christian-Hinman, Catherine",Biology,3.7,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2874239
"Jump, Sandy",EDUC,1,1.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2902700
"Ebel, Sterling",MATH,1.5,4.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3060016
"Janda, Felix",MATH,4,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2961666
"Gultepe, Funda",MATH,1.8,4.2,12.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1863153
"McGuire, Lee",ENGL,4.4,1.7,76.9231,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1274383
"Ratner, Kaylin",PSYC,2.9,2.6,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3013012
"Lanave, Gabriele",MATH,2.6,3.2,25,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1522852
"Bigman-Galimore, Cabral",CMN,2.2,4.3,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1879011
"Spencer, Billie",Civil Engineering,3.2,3.1,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1882991
"Ogolsky, Brian",Human & Community Development,3.9,2.9,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1884556
"Rizzo, Michael",PSYC,5,2.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2891890
"Steelman, Andrew",Animal Science,2,4,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2588744
"Briggs, Molly",Studio Art,3.9,2,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1363754
"Song, Pengfei",Electrical & Comp. Engineering,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2998695
"Fields, Brian",ASTR,4.9,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=877704
"Spencer, Xaingyi",FIN,2.3,4.5,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2640640
"Havlicek, Judith",SOCW,2.4,3,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2322964
"Hale, Timothy",Community Health Sciences,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2580403
"Hensley, Merinda",Information Science,5,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2874923
"Song, Andy",Information Science,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3054835
"Stauffer, Mary",SOCW,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3057834
"Stumpf, Rebecca",ANTH,3.8,2.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=416457
"Ward, Michael",ENVS,3.5,2.8,77.7778,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1476318
"Zhao, Sihai",STAT,3.9,3.6,81.8182,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2156588
"Gewirth, Andrew",CHEM,2.7,3.8,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2656451
"Weisbenner, Scott",FIN,4.5,3,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2210250
"Alt, Amanda",Accounting,3,3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2530717
"Chew, Huck",ENG,1.7,4.7,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2965051
"Zaimi, Rea",Geography,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208473
"Thomas, Nekita",Art & Design,2,2,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2759936
"Montrul, Silvina",SPAN,3.9,2.9,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1277271
"Arbelaez, Juan",Crop Studies,5,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2658533
"Khan, Mahruq",SOC,4.3,1,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2844626
"Krueger , George ",FIN,3,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3044530
"Horsfall, Walker",Humanities,5,1.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2832897
"Hadjipolycarpou, Maria",Classics,3.2,2,40,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2696393
"Holloren, Kellie ",PHYS,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3042103
"Chen, Jingling",East Asian Studies,2.5,1.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2734524
"mullins, stephen ",Liberal Arts & Sciences,2.5,2.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3030243
"Ngumbi, Esther",Biology,3.9,1.1,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2828378
"Fu, Heidi",PSYC,5,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2906339
"Alzate Mora, Catalina",Art & Design,2,4,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3037767
"Ellison, Tori",STAT,3.5,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2973242
"Kirci, Ismail",BUS,4.5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2842677
"Skirvin, Robert",Agriculture,5,1.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=236751
"Gui, Liangyan",CS,1.1,4.6,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2830043
"Villafane Roca, Laura",ENG,4,3.1,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2495486
"Kumar, Ranjitha",CS,2.2,3.3,27.2727,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2013577
"Huang, Pinshane",Materials Engineering,5,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317930
"Kang, Hyojung",Community Health Sciences,3.8,2.4,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2469077
"Chu, Maria",Agriculture,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3049364
"Guzman, Rosemary",MATH,1.5,4.3,10.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2036750
"Cosman, Benjamin",CS,2.1,3.7,30,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2760388
"Lyubansky, Mikhail",PSYC,3.3,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=869327
"Ford, Kevin",MATH,3.6,3.4,77.7778,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=616744
"Boone, George",CMN,2.7,3.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1517481
"North, Jill",Foods & Nutrition,3.9,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=979612
"Choudhry, Bisma",CMN,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2979453
"Bowen, Micheal",LING,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3047669
"Ritchison, Brandon",ANTH,3.6,2.4,65,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2533682
"Nelson, Matthew",BUS,4.5,1.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787182
"Corredor, Sandra",BUS,2,2.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2874718
"Barnett, Bernice",SOC,3.2,2.8,20,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=998049
"Turner, Lou",African-American Studies,1.4,3.3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1433517
"Riley, Elizabeth",STAT,2.9,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1786667
"Kap, Alexis",ENGL,4.2,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2332844
"Skidmore, Marin",Agriculture,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3046720
"Huang, Jiekun",FIN,4,3.7,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328078
"Thompson, Anne",Accounting,1,4.8,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2467667
