RequirementID,MajorID,Credits,CourseID
1401,Computer Engineering,3,ECE329
1402,Computer Engineering,3,ECE330
1403,Computer Engineering,3,ECE333
1404,Computer Engineering,3,ECE340
1405,Computer Engineering,3,ECE342
1406,Computer Engineering,1,ECE343
1407,Computer Engineering,3,ECE350
1408,Computer Engineering,3,ECE365
1409,Computer Engineering,3,ECE380
1410,Computer Engineering,2,ECE395
1411,Computer Engineering,1,ECE396
1412,Computer Engineering,4,ECE397
1413,Computer Engineering,3,ECE402
1414,Computer Engineering,3,ECE403
1415,Computer Engineering,3,ECE407
1416,Computer Engineering,4,ECE408
1417,Computer Engineering,4,ECE411
1418,Computer Engineering,3,ECE414
1419,Computer Engineering,2,ECE415
1420,Computer Engineering,3,ECE416
1421,Computer Engineering,4,ECE417
1422,Computer Engineering,4,ECE418
1423,Computer Engineering,3,ECE419
1424,Computer Engineering,2,ECE420
1425,Computer Engineering,4,ECE422
1426,Computer Engineering,3,ECE424
1427,Computer Engineering,3,ECE425
1428,Computer Engineering,3,ECE428
1429,Computer Engineering,4,ECE431
1430,Computer Engineering,3,ECE435
1431,Computer Engineering,3,ECE437
1432,Computer Engineering,3,ECE438
1433,Computer Engineering,3,ECE439
1434,Computer Engineering,3,ECE441
1435,Computer Engineering,3,ECE442
1436,Computer Engineering,4,ECE443
1437,Computer Engineering,4,ECE444
1438,Computer Engineering,4,ECE445
1439,Computer Engineering,4,ECE446
1440,Computer Engineering,3,ECE447
1441,Computer Engineering,3,ECE448
1442,Computer Engineering,3,ECE451
1443,Computer Engineering,3,ECE452
1444,Computer Engineering,4,ECE453
1445,Computer Engineering,3,ECE454
1446,Computer Engineering,3,ECE455
1447,Computer Engineering,4,ECE456
1448,Computer Engineering,3,ECE457
1449,Computer Engineering,3,ECE458
1450,Computer Engineering,3,ECE459
1451,Computer Engineering,4,ECE460
1452,Computer Engineering,3,ECE461
1453,Computer Engineering,3,ECE462
1454,Computer Engineering,2,ECE463
1455,Computer Engineering,3,ECE464
1456,Computer Engineering,3,ECE465
1457,Computer Engineering,1,ECE466
1458,Computer Engineering,3,ECE467
1459,Computer Engineering,3,ECE468
1460,Computer Engineering,2,ECE469
1461,Computer Engineering,4,ECE470
1462,Computer Engineering,3,ECE472
1463,Computer Engineering,3,ECE473
1464,Computer Engineering,3,ECE476
1465,Computer Engineering,3,ECE478
1466,Computer Engineering,3,ECE480
1467,Computer Engineering,4,ECE481
1468,Computer Engineering,3,ECE482
1469,Computer Engineering,3,ECE483
1470,Computer Engineering,4,ECE486
1471,Computer Engineering,3,ECE487
1472,Computer Engineering,3,ECE488
1473,Computer Engineering,4,ECE489
1474,Computer Engineering,3,ECE490
1475,Computer Engineering,3,ECE491
1476,Computer Engineering,3,ECE492
1477,Computer Engineering,3,ECE493
1478,Computer Engineering,3,ECE495
1479,Computer Engineering,2,ECE496
1480,Computer Engineering,2,ECE499
1481,Computer Engineering,1,ECE298
1482,Computer Engineering,4,ECE398
1483,Computer Engineering,4,ECE498
1484,Computer Engineering,1,ENG491
1485,Computer Engineering,4,GEOL107
1486,Computer Engineering,4,GEOL208
1487,Computer Engineering,4,GEOL333
1488,Computer Engineering,4,GEOL380
1489,Computer Engineering,4,GEOL411
1490,Computer Engineering,6,GEOL417
1491,Computer Engineering,4,GEOL432
1492,Computer Engineering,4,GEOL436
1493,Computer Engineering,4,GEOL440
1494,Computer Engineering,3,GEOL450
1495,Computer Engineering,4,GEOL452
1496,Computer Engineering,3,GEOL460
1497,Computer Engineering,3,IE310
1498,Computer Engineering,3,IE330
1499,Computer Engineering,3,IE360
1500,Computer Engineering,3,IE361
1501,Computer Engineering,3,IE400
1502,Computer Engineering,3,IE410
1503,Computer Engineering,3,IE411
1504,Computer Engineering,3,IE412
1505,Computer Engineering,3,IE413
1506,Computer Engineering,3,IE420
1507,Computer Engineering,3,IE430
1508,Computer Engineering,3,IE431
1509,Computer Engineering,4,IB150
1510,Computer Engineering,3,IB202
1511,Computer Engineering,4,IB203
1512,Computer Engineering,3,IB204
1513,Computer Engineering,4,IB302
1514,Computer Engineering,3,IB348
1515,Computer Engineering,4,IB368
1516,Computer Engineering,3,IB401
1517,Computer Engineering,3,IB405
1518,Computer Engineering,3,IB420
1519,Computer Engineering,3,IB421
1520,Computer Engineering,3,IB426
1521,Computer Engineering,3,IB431
1522,Computer Engineering,3,IB432
1523,Computer Engineering,3,IB440
1524,Computer Engineering,3,IB444
1525,Computer Engineering,4,IB451
1526,Computer Engineering,3,IB452
1527,Computer Engineering,3,IB453
1528,Computer Engineering,4,IB461
1529,Computer Engineering,4,IB462
1530,Computer Engineering,4,IB463
1531,Computer Engineering,4,IB464
1532,Computer Engineering,4,IB467
1533,Computer Engineering,4,IB468
1534,Computer Engineering,4,IB471
1535,Computer Engineering,4,IB481
1536,Computer Engineering,3,IB482
1537,Computer Engineering,4,LING300
1538,Computer Engineering,3,LING406
1539,Computer Engineering,3,LING407
1540,Computer Engineering,3,LING427
1541,Computer Engineering,3,MSE280
1542,Computer Engineering,3,MATH347
1543,Computer Engineering,3,MATH357
1544,Computer Engineering,3,MATH402
1545,Computer Engineering,3,MATH403
1546,Computer Engineering,3,MATH412
1547,Computer Engineering,3,MATH413
1548,Computer Engineering,3,MATH414
1549,Computer Engineering,3,MATH417
1550,Computer Engineering,3,MATH418
1551,Computer Engineering,3,MATH423
1552,Computer Engineering,3,MATH424
1553,Computer Engineering,3,MATH425
1554,Computer Engineering,3,MATH427
1555,Computer Engineering,3,MATH428
1556,Computer Engineering,3,MATH432
1557,Computer Engineering,3,MATH442
1558,Computer Engineering,3,MATH444
1559,Computer Engineering,3,MATH446
1560,Computer Engineering,3,MATH447
1561,Computer Engineering,3,MATH448
1562,Computer Engineering,3,MATH450
1563,Computer Engineering,3,MATH453
1564,Computer Engineering,4,MATH473
1565,Computer Engineering,3,MATH475
1566,Computer Engineering,3,MATH481
1567,Computer Engineering,3,MATH482
1568,Computer Engineering,3,MATH484
1569,Computer Engineering,3,MATH487
1570,Computer Engineering,3,MATH489
1571,Computer Engineering,4,MCB150
1572,Computer Engineering,3,MCB250
1573,Computer Engineering,2,MCB251
1574,Computer Engineering,3,MCB252
1575,Computer Engineering,2,MCB253
1576,Computer Engineering,3,MCB300
1577,Computer Engineering,3,MCB301
1578,Computer Engineering,3,MCB314
1579,Computer Engineering,4,MCB316
1580,Computer Engineering,3,MCB354
1581,Computer Engineering,3,MCB400
1582,Computer Engineering,3,MCB401
1583,Computer Engineering,3,MCB402
1584,Computer Engineering,3,MCB406
1585,Computer Engineering,3,MCB408
1586,Computer Engineering,3,MCB410
1587,Computer Engineering,3,MCB413
1588,Computer Engineering,3,MCB419
1589,Computer Engineering,3,MCB421
1590,Computer Engineering,3,MCB424
1591,Computer Engineering,3,MCB426
1592,Computer Engineering,3,MCB430
1593,Computer Engineering,3,MCB431
1594,Computer Engineering,3,MCB433
1595,Computer Engineering,3,MCB435
1596,Computer Engineering,3,MCB446
1597,Computer Engineering,3,MCB480
1598,Computer Engineering,3,ME200
1599,Computer Engineering,4,ME310
1600,Computer Engineering,4,ME320
1601,Computer Engineering,4,ME330
1602,Computer Engineering,3,ME340
1603,Computer Engineering,3,ME370
1604,Computer Engineering,3,ME371
1605,Computer Engineering,3,ME400
1606,Computer Engineering,3,ME401
1607,Computer Engineering,3,ME402
1608,Computer Engineering,3,ME403
1609,Computer Engineering,4,ME404
1610,Computer Engineering,3,ME410
1611,Computer Engineering,4,ME411
1612,Computer Engineering,2,ME412
1613,Computer Engineering,4,ME420
1614,Computer Engineering,3,ME430
1615,Computer Engineering,3,ME431
1616,Computer Engineering,3,ME440
1617,Computer Engineering,4,ME445
1618,Computer Engineering,3,ME451
1619,Computer Engineering,3,ME452
1620,Computer Engineering,4,ME460
1621,Computer Engineering,3,ME461
1622,Computer Engineering,3,ME471
1623,Computer Engineering,3,ME472
1624,Computer Engineering,4,ME487
1625,Computer Engineering,3,MUS407
1626,Computer Engineering,2,MUS409
1627,Computer Engineering,3,NEUR453
1628,Computer Engineering,2,NPRE201
1629,Computer Engineering,3,NPRE247
1630,Computer Engineering,3,NPRE330
1631,Computer Engineering,3,NPRE402
1632,Computer Engineering,3,NPRE412
1633,Computer Engineering,3,NPRE421
1634,Computer Engineering,2,NPRE423
1635,Computer Engineering,3,NPRE429
1636,Computer Engineering,2,NPRE432
1637,Computer Engineering,3,NPRE435
1638,Computer Engineering,4,NPRE441
1639,Computer Engineering,3,NPRE442
1640,Computer Engineering,4,NPRE448
1641,Computer Engineering,3,NPRE451
1642,Computer Engineering,4,NPRE455
1643,Computer Engineering,3,NPRE457
1644,Computer Engineering,4,NPRE458
1645,Computer Engineering,3,NPRE470
1646,Computer Engineering,3,NPRE475
1647,Computer Engineering,2,PHYS225
1648,Computer Engineering,3,PHYS325
1649,Computer Engineering,3,PHYS326
1650,Computer Engineering,3,PHYS401
1651,Computer Engineering,3,PHYS402
1652,Computer Engineering,4,PHYS403
1653,Computer Engineering,4,PHYS406
1654,Computer Engineering,3,PHYS419
1655,Computer Engineering,2,PHYS420
1656,Computer Engineering,4,PHYS427
1657,Computer Engineering,4,PHYS460
1658,Computer Engineering,3,PHYS466
1659,Computer Engineering,4,PHYS470
1660,Computer Engineering,3,PHYS485
1661,Computer Engineering,4,PHYS486
1662,Computer Engineering,4,PHYS487
1663,Computer Engineering,3,PSYC204
1664,Computer Engineering,3,SHS200
1665,Computer Engineering,3,SHS240
1666,Computer Engineering,4,SHS300
1667,Computer Engineering,4,SHS301
1668,Computer Engineering,3,SHS320
1669,Computer Engineering,4,SHS450
1670,Computer Engineering,3,SHS470
1671,Computer Engineering,3,STAT420
1672,Computer Engineering,3,STAT424
1673,Computer Engineering,3,STAT425
1674,Computer Engineering,3,STAT428
1675,Computer Engineering,3,STAT429
1676,Computer Engineering,3,STAT440
1677,Computer Engineering,3,SE411
1678,Computer Engineering,4,SE420
1679,Computer Engineering,3,SE423
1680,Computer Engineering,3,SE424
1681,Computer Engineering,3,TAM211
1682,Computer Engineering,3,TAM212
1683,Computer Engineering,3,TAM251
1684,Computer Engineering,4,TAM324
1685,Computer Engineering,4,TAM335
1686,Computer Engineering,4,TAM412
1687,Computer Engineering,4,TAM435
1688,Computer Engineering,4,TAM445
1689,Computer Engineering,4,TAM451
1690,Computer Engineering,3,ECE310
1691,Computer Engineering,3,ECE330
1692,Computer Engineering,3,ECE329
1693,Computer Engineering,3,ECE340
1694,Computer Engineering,3,ECE461
1695,Computer Engineering,4,ECE486
1696,Computer Engineering,3,CS357
1697,Computer Engineering,3,CS411
1698,Computer Engineering,3,CS412
1699,Computer Engineering,3,CS414
1700,Computer Engineering,3,CS418
1701,Computer Engineering,3,CS419
1702,Computer Engineering,3,CS420
1703,Computer Engineering,3,CS421
1704,Computer Engineering,3,CS423
1705,Computer Engineering,3,CS424
1706,Computer Engineering,3,CS425
1707,Computer Engineering,3,CS426
1708,Computer Engineering,3,CS431
1709,Computer Engineering,3,CS434
1710,Computer Engineering,3,CS436
1711,Computer Engineering,3,CS437
1712,Computer Engineering,3,CS438
1713,Computer Engineering,3,CS440
1714,Computer Engineering,3,CS441
1715,Computer Engineering,3,CS444
1716,Computer Engineering,3,CS446
1717,Computer Engineering,3,CS450
1718,Computer Engineering,4,CS461
1719,Computer Engineering,3,CS475
1720,Computer Engineering,3,CS476
1721,Computer Engineering,3,CS477
1722,Computer Engineering,4,CS483
1723,Computer Engineering,4,ECE408
1724,Computer Engineering,4,ECE411
1725,Computer Engineering,3,ECE419
1726,Computer Engineering,4,ECE422
1727,Computer Engineering,3,ECE424
1728,Computer Engineering,3,ECE425
1729,Computer Engineering,3,ECE428
1730,Computer Engineering,3,ECE435
1731,Computer Engineering,3,ECE438
1732,Computer Engineering,3,ECE439
1733,Computer Engineering,3,ECE448
1734,Computer Engineering,3,ECE462
1735,Computer Engineering,4,ECE470
1736,Computer Engineering,3,ECE478
1737,Computer Engineering,4,ECE479
1738,Computer Engineering,4,ECE484
1739,Computer Engineering,3,ECE491
1740,Computer Engineering,3,ECE492
1741,Computer Engineering,4,ECE411
1742,Computer Engineering,4,ECE445
1743,Computer Engineering,2,ECE496
1744,Computer Engineering,2,ECE499
1745,Computer Science + Advertising,3,CS124
1746,Computer Science + Advertising,3,CS128
1747,Computer Science + Advertising,3,CS173
1748,Computer Science + Advertising,1,CS222
1749,Computer Science + Advertising,4,CS225
1750,Computer Science + Advertising,3,CS340
1751,Computer Science + Advertising,4,CS374
1752,Computer Science + Advertising,3,CS421
1753,Computer Science + Advertising,5,MATH220
1754,Computer Science + Advertising,3,MATH231
1755,Computer Science + Advertising,2,MATH225
1756,Computer Science + Advertising,3,CS361
1757,Computer Science + Advertising,3,ANTH103
1758,Computer Science + Advertising,3,PSYC100
1759,Computer Science + Advertising,3,SOC100
1760,Computer Science + Advertising,3,ECON102
1761,Computer Science + Advertising,3,ECON103
1762,Computer Science + Advertising,3,BADM320
1763,Computer Science + Advertising,3,ADV250
1764,Computer Science + Advertising,3,ADV281
1765,Computer Science + Advertising,3,ADV284
1766,Computer Science + Advertising,3,ADV360
1767,Computer Science + Advertising,3,ADV390
1768,Computer Science + Advertising,3,ADV461
1769,Computer Science + Advertising,3,ADV492
1770,Computer Science + Animal Sciences,2,RHET105
1771,Computer Science + Animal Sciences,2,CMN101
1772,Computer Science + Animal Sciences,2,CMN111
1773,Computer Science + Animal Sciences,2,CMN112
1774,Computer Science + Animal Sciences,2,CHEM102
1775,Computer Science + Animal Sciences,2,CHEM103
1776,Computer Science + Animal Sciences,2,CHEM104
1777,Computer Science + Animal Sciences,2,CHEM105
1778,Computer Science + Animal Sciences,3,ECON102
1779,Computer Science + Animal Sciences,3,CS361
1780,Computer Science + Animal Sciences,3,MATH220
1781,Computer Science + Animal Sciences,3,MATH225
1782,Computer Science + Animal Sciences,3,MATH231
1783,Computer Science + Animal Sciences,3,CS100
1784,Computer Science + Animal Sciences,3,CS124
1785,Computer Science + Animal Sciences,3,CS128
1786,Computer Science + Animal Sciences,3,CS173
1787,Computer Science + Animal Sciences,3,CS225
1788,Computer Science + Animal Sciences,3,CS222
1789,Computer Science + Animal Sciences,3,CS374
1790,Computer Science + Animal Sciences,3,CS357
1791,Computer Science + Animal Sciences,2,CS233
1793,Computer Science + Animal Sciences,3,ANSC100
1794,Computer Science + Animal Sciences,3,ANSC221
1795,Computer Science + Animal Sciences,3,ANSC222
1796,Computer Science + Animal Sciences,3,ANSC223
1797,Computer Science + Animal Sciences,3,ANSC224
1798,Computer Science + Animal Sciences,3,ANSC398
1799,Computer Science + Animal Sciences,3,ANSC498
1800,Computer Science + Animal Sciences,3,ANSC201
1801,Computer Science + Animal Sciences,3,ANSC204
1802,Computer Science + Animal Sciences,3,ANSC205
1803,Computer Science + Animal Sciences,3,ANSC206
1804,Computer Science + Animal Sciences,3,ANSC211
1805,Computer Science + Animal Sciences,3,ANSC250
1806,Computer Science + Animal Sciences,3,ANSC301
1807,Computer Science + Animal Sciences,3,ANSC305
1808,Computer Science + Animal Sciences,3,ANSC307
1809,Computer Science + Animal Sciences,3,ANSC309
1810,Computer Science + Animal Sciences,3,ANSC310
1811,Computer Science + Animal Sciences,3,ANSC312
1812,Computer Science + Animal Sciences,3,ANSC313
1813,Computer Science + Animal Sciences,3,ANSC314
1814,Computer Science + Animal Sciences,3,ANSC322
1815,Computer Science + Animal Sciences,3,ANSC370
1816,Computer Science + Animal Sciences,3,ANSC400
1817,Computer Science + Animal Sciences,3,ANSC401
1818,Computer Science + Animal Sciences,3,ANSC402
1819,Computer Science + Animal Sciences,3,ANSC403
1820,Computer Science + Animal Sciences,3,ANSC404
1821,Computer Science + Animal Sciences,3,ANSC407
1822,Computer Science + Animal Sciences,3,ANSC424
1823,Computer Science + Animal Sciences,3,ANSC435
1824,Computer Science + Animal Sciences,3,ANSC471
1825,Computer Science + Animal Sciences,3,ANSC251
1826,Computer Science + Animal Sciences,3,ANSC306
1827,Computer Science + Animal Sciences,3,ANSC350
1828,Computer Science + Animal Sciences,3,ANSC363
1829,Computer Science + Animal Sciences,3,ANSC366
1830,Computer Science + Animal Sciences,3,ANSC406
1831,Computer Science + Animal Sciences,3,ANSC409
1832,Computer Science + Animal Sciences,3,ANSC420
1833,Computer Science + Animal Sciences,3,ANSC421
1834,Computer Science + Animal Sciences,3,ANSC422
1835,Computer Science + Animal Sciences,3,ANSC431
1836,Computer Science + Animal Sciences,3,ANSC438
1837,Computer Science + Animal Sciences,3,ANSC440
1838,Computer Science + Animal Sciences,3,ANSC441
1839,Computer Science + Animal Sciences,3,ANSC444
1840,Computer Science + Animal Sciences,3,ANSC445
1841,Computer Science + Animal Sciences,3,ANSC446
1842,Computer Science + Animal Sciences,3,ANSC449
1843,Computer Science + Animal Sciences,3,ANSC450
1844,Computer Science + Animal Sciences,3,ANSC451
1845,Computer Science + Animal Sciences,3,ANSC452
1846,Computer Science + Animal Sciences,3,ANSC467
1847,Computer Science + Animal Sciences,3,ANSC509
1848,Computer Science + Animal Sciences,3,ANSC520
1849,Computer Science + Animal Sciences,3,ANSC521
1850,Computer Science + Animal Sciences,3,ANSC522
1851,Computer Science + Animal Sciences,3,ANSC523
1852,Computer Science + Animal Sciences,3,ANSC524
1853,Computer Science + Animal Sciences,3,ANSC525
1854,Computer Science + Animal Sciences,3,ANSC526
1855,Computer Science + Animal Sciences,3,ANSC533
1856,Computer Science + Animal Sciences,3,ANSC541
1857,Computer Science + Animal Sciences,3,ANSC542
1858,Computer Science + Animal Sciences,3,ANSC543
1859,Computer Science + Animal Sciences,3,ANSC545
1860,Computer Science + Astronomy,1,CS100
1861,Computer Science + Astronomy,3,CS124
1862,Computer Science + Astronomy,3,CS128
1863,Computer Science + Astronomy,3,CS173
1864,Computer Science + Astronomy,4,CS225
1865,Computer Science + Astronomy,1,CS222
1866,Computer Science + Astronomy,2,CS233
1867,Computer Science + Astronomy,2,CS341
1868,Computer Science + Astronomy,3,CS340
1869,Computer Science + Astronomy,3,STAT200
1870,Computer Science + Astronomy,3,STAT212
1871,Computer Science + Astronomy,3,CS361
1872,Computer Science + Astronomy,4,CS374
1873,Computer Science + Astronomy,3,CS421
1874,Computer Science + Astronomy,4,MATH221
1875,Computer Science + Astronomy,2,MATH225
1876,Computer Science + Astronomy,3,MATH231
1877,Computer Science + Astronomy,4,PHYS211
1878,Computer Science + Astronomy,4,PHYS212
1879,Computer Science + Astronomy,4,MATH241
1880,Computer Science + Astronomy,3,ASTR210
1881,Computer Science + Astronomy,3,ASTR310
1882,Computer Science + Astronomy,3,ASTR404
1883,Computer Science + Astronomy,3,ASTR405
1884,Computer Science + Astronomy,3,ASTR406
1885,Computer Science + Astronomy,3,ASTR414
1886,Computer Science + Bioengineering,1,ENG100
1887,Computer Science + Bioengineering,1,BIOE100
1888,Computer Science + Bioengineering,1,BIOE120
1889,Computer Science + Bioengineering,4,MATH221
1890,Computer Science + Bioengineering,3,MATH231
1891,Computer Science + Bioengineering,4,MATH241
1892,Computer Science + Bioengineering,3,MATH257
1893,Computer Science + Bioengineering,3,MATH285
1894,Computer Science + Bioengineering,4,PHYS211
1895,Computer Science + Bioengineering,4,PHYS212
1896,Computer Science + Bioengineering,2,CHEM102
1897,Computer Science + Bioengineering,2,CHEM103
1898,Computer Science + Bioengineering,3,MCB150
1899,Computer Science + Bioengineering,3,BIOE310
1900,Computer Science + Bioengineering,3,CS124
1901,Computer Science + Bioengineering,3,CS128
1902,Computer Science + Bioengineering,3,CS173
1903,Computer Science + Bioengineering,1,CS222
1904,Computer Science + Bioengineering,4,CS225
1905,Computer Science + Bioengineering,2,CS233
1906,Computer Science + Bioengineering,2,CS341
1907,Computer Science + Bioengineering,3,CS340
1908,Computer Science + Bioengineering,4,CS374
1909,Computer Science + Bioengineering,3,CS357
1910,Computer Science + Bioengineering,3,BIOE205
1911,Computer Science + Bioengineering,3,BIOE206
1912,Computer Science + Bioengineering,4,BIOE404
1913,Computer Science + Bioengineering,2,BIOE303
1914,Computer Science + Bioengineering,3,BIOE360
1915,Computer Science + Bioengineering,3,BIOE414
1916,Computer Science + Bioengineering,2,BIOE415
1917,Computer Science + Bioengineering,3,BIOE430
1918,Computer Science + Bioengineering,4,BIOE461
1919,Computer Science + Bioengineering,3,BIOE467
1920,Computer Science + Bioengineering,3,BIOE476
1921,Computer Science + Bioengineering,3,BIOE479
1922,Computer Science + Bioengineering,3,BIOE483
1923,Computer Science + Bioengineering,3,BIOE484
1924,Computer Science + Bioengineering,4,BIOE485
1925,Computer Science + Bioengineering,3,BIOE486
1926,Computer Science + Bioengineering,3,BIOE487
1927,Computer Science + Bioengineering,3,BIOE488
1928,Computer Science + Bioengineering,3,BIOE489
1929,Computer Science + Bioengineering,1,BIOE498
1930,Computer Science + Crop Sciences,2,RHET105
1931,Computer Science + Crop Sciences,2,CMN101
1932,Computer Science + Crop Sciences,2,CMN111
1933,Computer Science + Crop Sciences,2,CMN112
1934,Computer Science + Crop Sciences,2,ACES101
1935,Computer Science + Crop Sciences,1,CS100
1936,Computer Science + Crop Sciences,3,CS124
1937,Computer Science + Crop Sciences,3,CS128
1938,Computer Science + Crop Sciences,3,CS173
1939,Computer Science + Crop Sciences,1,CS222
1940,Computer Science + Crop Sciences,4,CS225
1941,Computer Science + Crop Sciences,4,CS374
1942,Computer Science + Crop Sciences,3,CS421
1943,Computer Science + Crop Sciences,2,CS233
1944,Computer Science + Crop Sciences,2,CS341
1945,Computer Science + Crop Sciences,3,CS340
1946,Computer Science + Crop Sciences,3,CS361
1947,Computer Science + Crop Sciences,4,MATH220
1948,Computer Science + Crop Sciences,2,MATH225
1949,Computer Science + Crop Sciences,3,MATH231
1950,Computer Science + Crop Sciences,2,CPSC102
1951,Computer Science + Crop Sciences,4,CPSC112
1952,Computer Science + Crop Sciences,4,CPSC212
1953,Computer Science + Crop Sciences,3,CPSC393
1954,Computer Science + Crop Sciences,1,CPSC498
1955,Computer Science + Crop Sciences,4,CPSC440
1956,Computer Science + Crop Sciences,3,CPSC444
1959,Computer Science + Music,1,FAA101
1960,Computer Science + Music,3,MUS100
1961,Computer Science + Music,2,MUS101
1962,Computer Science + Music,2,MUS102
1963,Computer Science + Music,2,MUS201
1964,Computer Science + Music,2,MUS202
1965,Computer Science + Music,2,MUS107
1966,Computer Science + Music,2,MUS108
1967,Computer Science + Music,2,MUS207
1968,Computer Science + Music,2,MUS208
1969,Computer Science + Music,3,MUS110
1970,Computer Science + Music,3,MUS313
1971,Computer Science + Music,3,MUS314
1972,Computer Science + Music,2,MUS172
1973,Computer Science + Music,2,MUS173
1974,Computer Science + Music,2,MUS105
1975,Computer Science + Music,2,MUS205
1976,Computer Science + Music,3,MUS209
1977,Computer Science + Music,3,MUS305
1978,Computer Science + Music,3,MUS407
1979,Computer Science + Music,1,MUS299
1980,Computer Science + Music,3,CS124
1981,Computer Science + Music,3,CS128
1982,Computer Science + Music,3,CS173
1983,Computer Science + Music,1,CS222
1984,Computer Science + Music,4,CS225
1985,Computer Science + Music,4,CS233
1986,Computer Science + Music,4,CS341
1987,Computer Science + Music,3,CS361
1988,Computer Science + Music,4,CS374
1989,Computer Science + Music,3,CS421
1990,Computer Science + Music,3,CS448
1991,Computer Science + Music,3,ECE402
1992,Computer Science + Music,4,MATH220
1993,Computer Science + Music,3,MATH231
1994,Computer Science + Music,2,MATH225
1995,Computer Science + Physics,1,ENG100
1996,Computer Science + Physics,3,PHYS110
1997,Computer Science + Physics,4,MATH221
1998,Computer Science + Physics,3,MATH231
1999,Computer Science + Physics,4,MATH241
2000,Computer Science + Physics,3,MATH257
2001,Computer Science + Physics,3,MATH285
2002,Computer Science + Physics,4,PHYS211
2003,Computer Science + Physics,4,PHYS212
2004,Computer Science + Physics,2,PHYS213
2005,Computer Science + Physics,2,PHYS214
2006,Computer Science + Physics,3,CS361
2007,Computer Science + Physics,3,CS124
2008,Computer Science + Physics,3,CS128
2009,Computer Science + Physics,3,CS173
2010,Computer Science + Physics,1,CS222
2011,Computer Science + Physics,4,CS225
2012,Computer Science + Physics,2,CS233
2013,Computer Science + Physics,2,CS341
2014,Computer Science + Physics,3,CS340
2015,Computer Science + Physics,4,CS374
2016,Computer Science + Physics,3,CS357
2017,Computer Science + Physics,2,PHYS225
2018,Computer Science + Physics,2,PHYS246
2019,Computer Science + Physics,3,PHYS325
2020,Computer Science + Physics,3,PHYS435
2021,Computer Science + Physics,3,PHYS486
2022,Computer Science + Physics,3,PHYS446
2023,Computer Science,1,ENG100
2024,Computer Science,2,CS210
2025,Computer Science,4,MATH221
2026,Computer Science,3,MATH231
2027,Computer Science,4,MATH241
2028,Computer Science,3,MATH257
2029,Computer Science,4,PHYS211
2030,Computer Science,4,PHYS212
2031,Computer Science,3,CS124
2032,Computer Science,3,CS128
2033,Computer Science,3,CS173
2034,Computer Science,1,CS222
2035,Computer Science,4,CS225
2036,Computer Science,4,CS233
2037,Computer Science,4,CS341
2038,Computer Science,3,CS357
2039,Computer Science,3,CS361
2040,Computer Science,4,CS374
2041,Computer Science,3,CS421
2042,Computer Science,3,CS417
2043,Computer Science,3,CS427
2044,Computer Science,3,CS428
2045,Computer Science,3,CS429
2046,Computer Science,3,CS437
2047,Computer Science,4,CS465
2048,Computer Science,3,CS467
2049,Computer Science,3,CS493
2050,Computer Science,3,CS494
2051,Computer Science,1,CS497
2052,Computer Science,3,CS407
2053,Computer Science,3,CS409
2054,Computer Science,3,CS422
2055,Computer Science,3,CS426
2056,Computer Science,3,CS427
2057,Computer Science,3,CS428
2058,Computer Science,3,CS429
2059,Computer Science,3,CS474
2060,Computer Science,3,CS476
2061,Computer Science,3,CS477
2062,Computer Science,3,CS492
2063,Computer Science,3,CS493
2064,Computer Science,3,CS494
2065,Computer Science,4,CS521
2066,Computer Science,4,CS522
2067,Computer Science,4,CS524
2068,Computer Science,4,CS526
2069,Computer Science,4,CS527
2070,Computer Science,2,CS576
2071,Computer Science,3,CS407
2072,Computer Science,3,CS413
2073,Computer Science,4,CS473
2074,Computer Science,3,CS474
2075,Computer Science,3,CS475
2076,Computer Science,3,CS476
2077,Computer Science,3,CS477
2078,Computer Science,3,CS481
2079,Computer Science,3,CS482
2080,Computer Science,4,CS571
2081,Computer Science,4,CS572
2082,Computer Science,4,CS574
2083,Computer Science,4,CS575
2084,Computer Science,2,CS576
2085,Computer Science,4,CS579
2086,Computer Science,4,CS580
2087,Computer Science,4,CS581
2088,Computer Science,4,CS583
2089,Computer Science,4,CS584
2090,Computer Science,4,CS586
2091,Computer Science,3,CS410
2092,Computer Science,3,CS411
2093,Computer Science,3,CS412
2094,Computer Science,3,CS414
2095,Computer Science,3,CS416
2096,Computer Science,3,CS440
2097,Computer Science,3,CS441
2098,Computer Science,3,CS442
2099,Computer Science,3,CS444
2100,Computer Science,3,CS445
2101,Computer Science,3,CS446
2102,Computer Science,3,CS447
2103,Computer Science,3,CS448
2104,Computer Science,3,CS464
2105,Computer Science,3,CS466
2106,Computer Science,3,CS467
2107,Computer Science,3,CS469
2108,Computer Science,3,CS470
2109,Computer Science,4,CS510
2110,Computer Science,4,CS511
2111,Computer Science,4,CS512
2112,Computer Science,4,CS514
2113,Computer Science,4,CS540
2114,Computer Science,4,CS542
2115,Computer Science,4,CS543
2116,Computer Science,4,CS544
2117,Computer Science,4,CS545
2118,Computer Science,4,CS546
2119,Computer Science,4,CS562
2120,Computer Science,4,CS567
2121,Computer Science,2,CS576
2122,Computer Science,4,CS582
2123,Computer Science,3,CS409
2124,Computer Science,3,CS416
2125,Computer Science,3,CS417
2126,Computer Science,3,CS441
2127,Computer Science,3,CS442
2128,Computer Science,3,CS460
2129,Computer Science,4,CS461
2130,Computer Science,3,CS463
2131,Computer Science,3,CS464
