CourseID,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students
CI451,33,396,62,25,17,2,3,1,1,1,0,0,0,0,541
CI452,33,214,18,12,11,4,3,2,0,0,1,0,1,0,299
CI453,0,17,4,0,3,0,0,0,0,0,0,0,0,0,24
CI465,11,40,9,6,2,1,0,2,1,0,0,0,1,1,73
CI466,0,39,4,2,1,0,0,1,0,0,0,0,0,0,47
CI467,44,574,130,62,55,18,11,9,2,0,2,0,3,4,910
CI468,0,18,2,3,1,0,1,0,0,0,0,0,0,0,25
CI471,11,67,23,11,7,2,3,0,1,0,0,0,1,1,126
CI472,0,24,0,0,1,0,0,0,0,0,0,0,0,0,25
CI473,376,971,85,18,23,3,2,4,0,0,0,0,3,0,1485
CI475,133,669,252,89,67,23,9,8,1,0,1,0,2,0,1254
CI476,51,646,184,43,43,9,6,8,5,0,1,0,0,1,996
CI477,53,62,10,0,5,5,0,1,0,0,0,0,1,0,137
CI480,0,42,5,1,1,1,0,1,0,0,0,0,0,0,51
CI482,2,20,0,0,1,0,0,0,0,0,0,0,0,0,23
CI487,0,21,4,1,1,0,0,0,1,0,0,0,0,0,28
CI499,5,8,7,2,2,0,0,0,0,0,0,0,0,0,24
CI501,72,48,3,2,4,1,0,1,0,0,0,0,0,1,131
CI507,25,11,1,3,6,4,0,1,0,1,0,0,1,0,53
CI509,12,6,2,1,0,0,0,0,0,0,0,0,0,1,21
CI517,35,31,14,1,5,3,1,0,1,0,1,0,0,0,92
CI522,2,15,3,1,0,1,0,0,0,0,0,0,0,0,22
CI541,3,36,14,4,5,5,1,2,0,0,1,0,0,0,71
CI543,3,18,2,0,0,1,0,0,0,0,0,0,0,0,24
CI550,41,354,90,49,18,3,2,0,1,0,1,0,1,1,560
CINE193,0,8,11,0,2,1,0,1,1,0,1,0,0,0,25
CINE247,0,6,9,8,2,3,0,1,0,0,0,0,0,0,29
CINE261,1,21,24,10,9,6,0,1,0,0,0,0,1,2,73
CINE262,5,36,33,26,20,16,12,4,8,1,3,1,5,2,170
CINE361,1,3,4,3,3,3,1,1,1,0,0,0,1,1,21
CINE395,2,16,16,15,6,4,2,1,1,0,0,0,1,2,64
CINE495,1,6,6,5,0,0,0,0,1,0,1,1,0,0,21
CLCV100,35,179,95,75,122,69,52,73,23,22,27,19,84,7,875
CLCV102,1653,876,618,418,384,200,127,101,44,32,22,8,89,12,4572
CLCV111,118,872,162,140,563,105,72,254,48,21,54,51,47,13,2507
CLCV114,49,851,240,209,433,157,95,157,68,31,31,17,76,14,2414
CLCV115,963,6249,846,644,2136,268,205,532,58,51,77,41,258,26,12328
CLCV116,95,769,302,261,386,91,83,66,19,16,21,16,25,5,2150
CLCV120,48,329,61,30,113,21,5,14,1,3,13,3,13,0,654
CLCV131,21,86,36,30,36,26,7,12,4,2,2,0,5,0,267
CLCV132,21,84,55,44,59,27,27,20,10,6,6,3,12,1,374
CLCV133,31,40,2,1,2,0,0,2,0,0,0,0,2,0,80
CLCV160,14,129,47,35,24,26,15,9,4,3,2,1,8,2,317
CLCV206,0,100,5,0,6,0,0,2,0,0,1,0,1,1,115
CLCV220,58,213,126,83,43,45,19,13,20,4,8,5,30,6,667
CLCV221,16,23,22,21,13,0,6,4,5,2,2,4,11,3,129
CLCV222,12,18,25,12,7,4,0,1,0,0,0,0,2,0,81
CLCV224,489,1783,58,27,145,18,20,33,4,2,7,1,39,3,2626
CLCV225,2,102,2,1,23,0,0,1,0,0,0,0,4,0,135
CLCV230,16,2,0,1,1,0,0,1,0,0,0,0,0,0,21
CLCV231,204,553,109,50,72,8,15,19,7,3,5,1,26,1,1072
CLCV232,18,21,13,5,8,5,1,1,0,0,1,0,4,1,77
CLCV240,61,158,123,62,54,39,14,25,15,0,3,3,21,2,578
CLCV250,6,54,12,3,3,1,1,1,1,0,1,0,1,0,84
CLCV323,10,16,10,11,4,3,6,1,1,0,0,1,4,1,67
CLCV443,2,16,10,9,3,4,4,0,0,0,0,0,1,1,49
CLCV444,36,45,14,10,8,6,5,4,1,1,0,0,3,0,133
CMN101,446,3259,1915,1062,1359,514,230,232,129,54,76,27,243,41,9546
CMN102,716,1700,1052,1022,1221,621,542,490,238,153,135,65,226,29,8181
CMN111,9,886,239,128,116,69,21,26,22,4,3,1,27,1,1551
CMN112,0,799,271,127,88,38,14,14,12,1,3,1,7,1,1375
CMN113,37,118,99,81,85,48,19,7,4,2,1,1,3,2,505
CMN115,2,38,23,12,12,7,3,3,7,1,1,2,4,0,115
CMN199,48,55,1,2,1,1,1,1,0,0,0,0,9,2,119
CMN210,37,307,111,74,97,52,26,34,15,11,25,6,38,0,833
CMN211,56,748,338,177,156,81,39,40,37,10,15,18,33,8,1748
CMN212,389,687,460,376,400,220,139,161,79,38,29,16,57,8,3051
CMN213,143,248,124,78,54,24,14,14,5,2,4,3,4,1,717
CMN214,73,48,39,43,34,18,21,12,17,7,1,1,11,0,325
CMN215,9,48,9,3,5,6,3,6,2,0,0,1,0,1,92
CMN220,26,500,130,63,95,56,25,21,21,9,7,7,26,2,986
CMN230,514,1213,844,633,731,379,270,245,94,75,68,23,159,24,5248
CMN231,24,27,19,32,28,6,6,3,3,0,1,1,1,0,151
CMN232,91,816,272,161,159,79,48,65,28,7,17,5,29,4,1777
CMN250,140,382,76,43,68,26,14,16,15,1,3,0,10,1,794
CMN260,218,686,609,338,478,303,151,178,88,26,32,38,77,15,3222
CMN275,66,231,205,229,233,201,82,68,37,13,19,1,43,19,1428
CMN277,227,420,407,403,416,311,249,243,160,101,90,40,120,24,3187
CMN280,68,227,86,78,114,47,38,41,18,10,11,12,16,1,766
CMN304,23,61,3,5,0,0,2,1,0,0,0,0,1,0,96
CMN310,2,51,31,37,46,21,11,32,11,5,8,1,11,1,267
CMN312,3,53,37,32,21,5,11,3,2,0,1,0,1,0,169
CMN314,3,12,13,7,9,6,0,0,0,0,0,0,0,0,50
CMN320,0,78,37,19,7,5,0,2,0,0,0,0,1,0,149
CMN321,4,458,228,271,714,239,242,440,140,85,172,61,203,21,3257
CMN323,60,325,206,95,103,36,17,24,12,1,5,1,13,3,898
CMN324,0,25,4,0,2,0,0,0,0,0,0,0,3,0,34
CMN326,125,229,137,156,120,108,83,44,37,36,15,9,22,3,1121
CMN327,0,19,7,5,3,5,5,5,4,0,0,1,3,0,57
CMN328,3,19,5,7,7,3,7,1,1,0,0,0,1,0,54
CMN336,315,690,343,258,306,163,107,107,63,32,38,16,85,16,2523
CMN338,14,26,31,18,17,17,13,9,5,6,2,2,4,0,164
CMN340,225,554,233,144,208,104,32,52,27,7,12,8,25,4,1631
CMN345,3,104,74,55,95,38,24,37,13,14,5,0,4,0,466
CMN361,27,116,41,16,34,15,5,8,4,2,4,1,5,1,278
CMN362,1,16,9,15,15,4,6,2,5,0,0,0,1,0,74
CMN368,470,2336,432,348,1511,167,144,469,54,46,146,22,113,21,6258
CMN370,4,11,15,10,1,1,0,0,0,0,0,0,2,0,44
CMN375,65,946,517,599,426,266,245,148,81,74,38,3,47,9,3455
CMN377,9,140,76,92,79,51,29,31,12,5,4,1,4,3,533
CMN396,192,803,553,435,543,283,211,208,122,59,67,26,90,12,3592
CMN410,7,176,105,48,65,24,18,9,3,3,2,2,2,0,464
CMN411,23,79,46,21,52,20,12,11,4,6,1,0,2,2,277
CMN412,3,98,104,45,70,38,7,15,10,1,3,1,6,5,401
CMN413,9,72,40,11,8,1,1,0,0,0,0,0,0,0,142
CMN415,0,11,3,4,2,1,1,1,0,0,0,0,0,0,23
CMN416,0,9,7,6,9,5,5,2,1,0,0,0,4,0,48
CMN421,9,85,38,40,72,31,18,28,6,6,3,4,8,0,348
CMN423,0,22,8,5,1,4,1,2,1,0,0,0,0,1,44
CMN424,7,19,16,7,12,5,0,1,0,0,1,0,0,1,68
CMN425,7,10,2,3,0,2,1,0,0,0,0,0,0,0,25
CMN427,2,8,7,9,11,6,5,3,4,7,2,4,0,0,68
CMN428,0,11,8,6,15,6,4,7,6,5,2,2,0,0,72
CMN429,37,113,80,102,83,75,60,50,27,22,14,5,11,3,679
CMN432,154,279,67,43,17,7,10,8,1,0,1,1,7,1,595
CMN433,0,10,3,4,0,0,0,1,0,1,0,0,4,0,23
CMN435,125,274,168,97,96,27,12,15,9,3,7,2,6,1,841
CMN437,19,20,6,5,9,6,4,3,1,4,2,0,2,1,81
CMN450,2,31,7,3,11,5,2,4,0,0,2,3,4,0,74
CMN462,2,253,93,55,63,47,28,31,15,4,1,1,10,1,603
CMN463,18,246,132,78,88,65,20,40,21,1,6,3,3,1,721
CMN464,14,85,71,40,52,24,9,11,5,0,1,0,0,4,312
CMN465,21,240,169,101,74,14,3,8,1,1,1,1,1,1,635
CMN476,3,62,47,33,29,6,6,1,1,0,1,0,1,0,190
CMN496,39,318,148,114,150,62,38,58,21,10,15,3,19,5,995
CMN502,5,28,5,1,3,0,0,0,0,0,0,0,0,0,42
CMN503,9,14,8,7,1,3,2,0,0,0,0,0,0,0,44
CMN504,3,16,0,1,1,0,0,0,0,0,0,0,0,0,21
CMN506,18,4,0,2,0,0,0,0,0,0,0,0,0,0,24
CMN529,0,22,0,0,0,0,0,0,0,0,0,0,2,0,24
CMN595,36,28,7,3,5,2,1,1,0,1,1,1,4,0,90
CPSC102,0,104,12,5,7,3,1,1,1,0,2,0,1,2,137
CPSC112,174,545,216,202,358,124,91,126,53,31,22,12,30,4,1984
CPSC113,158,359,76,113,185,20,19,40,12,2,3,1,18,2,1006
CPSC116,0,2136,0,0,330,1,0,34,0,0,8,0,8,3,2517
CPSC117,28,205,42,21,24,3,5,5,3,1,3,1,1,1,342
CPSC131,228,3391,0,60,340,13,14,128,0,0,75,29,97,9,4375
CPSC180,64,52,0,3,3,0,0,2,0,1,0,0,2,0,127
CPSC199,5,14,1,0,1,0,0,0,0,0,0,0,0,0,21
CPSC212,4,38,5,5,34,7,1,39,4,2,14,0,7,2,160
CPSC213,195,738,42,28,365,18,6,181,54,12,47,9,111,11,1806
CPSC215,9,20,21,13,27,10,3,6,8,0,4,4,11,1,136
CPSC226,24,146,5,37,204,10,6,112,9,4,26,3,6,2,592
CPSC241,20,63,30,21,58,21,10,41,11,5,17,6,18,1,321
CPSC261,6,125,0,2,127,0,0,36,0,0,5,0,5,1,306
CPSC265,3,67,5,8,3,0,1,0,0,0,0,0,0,0,87
CPSC270,35,105,48,35,81,35,31,45,16,5,4,5,6,3,451
CPSC336,13,116,1,51,96,2,7,13,8,1,0,0,1,0,309
CPSC352,16,125,12,10,105,13,8,47,6,3,15,1,7,2,368
CPSC370,1,6,3,4,2,3,1,1,0,0,0,0,0,1,21
CPSC412,26,76,9,18,32,6,3,6,0,0,2,0,0,0,178
CPSC414,99,44,0,28,18,0,5,5,0,1,0,0,1,0,201
CPSC415,13,49,0,10,4,0,2,0,0,0,0,0,0,0,78
CPSC418,396,240,1,83,47,0,27,16,0,5,4,0,8,0,827
CPSC419,17,97,11,2,10,0,0,0,0,0,0,0,3,0,140
CPSC426,0,100,0,0,72,0,0,11,0,0,1,0,0,0,184
CPSC431,12,89,51,52,63,16,17,16,3,1,1,0,2,2,323
CPSC437,46,50,6,19,5,4,3,1,1,0,0,0,0,0,135
CPSC440,190,873,491,234,393,187,94,126,53,23,40,22,59,23,2785
CPSC441,12,24,6,3,5,3,1,0,0,0,1,0,0,0,55
CPSC452,27,142,23,24,19,7,1,0,0,0,1,0,1,0,245
CPSC453,10,59,9,11,25,5,1,3,1,0,0,0,0,1,124
CPSC454,0,24,0,0,2,0,0,0,0,0,0,0,0,0,26
CPSC466,6,89,0,0,16,0,0,6,0,0,1,0,1,1,119
CPSC480,0,37,0,4,4,0,2,3,0,0,3,0,6,0,59
CPSC481,0,20,0,2,11,0,0,1,0,0,0,0,6,0,40
CPSC484,5,9,4,1,7,4,0,0,0,0,0,0,0,0,30
CPSC498,14,414,33,14,29,4,2,5,2,1,3,0,2,1,523
CPSC499,4,119,7,9,28,2,3,5,1,0,3,0,14,0,195
CPSC518,3,33,9,7,3,1,0,0,0,0,0,0,0,0,56
CPSC540,18,39,11,7,1,1,0,0,1,1,0,0,0,1,79
CPSC541,20,80,27,10,42,3,0,5,0,0,1,0,1,0,189
CPSC542,29,97,34,32,56,21,7,11,1,3,0,1,3,0,295
CPSC543,0,135,0,23,5,0,0,1,0,0,0,0,0,1,164
CPSC563,4,14,2,2,0,0,0,0,0,0,0,0,0,0,22
CPSC564,5,17,16,6,7,1,0,0,0,0,0,0,0,1,52
CPSC565,3,13,3,1,2,0,0,0,0,0,0,0,0,0,22
CPSC588,4,19,6,7,7,0,1,0,0,0,0,0,0,0,44
CPSC593,2,51,0,0,8,0,0,2,0,0,0,0,0,0,63
CS100,0,3689,79,60,182,22,44,88,19,10,29,7,77,9,4306
CS101,4117,4788,1840,1354,1252,802,566,529,322,235,215,128,409,52,16557
CS105,2272,4301,2575,1889,2129,1088,793,804,433,222,275,99,371,102,17251
CS124,198,4524,566,300,290,137,94,112,52,5,126,4,200,57,6608
CS125,1723,4000,1110,766,783,433,424,427,240,30,191,35,312,71,10474
CS126,250,938,436,239,135,58,43,28,21,11,10,10,79,7,2258
CS128,0,3723,257,262,192,124,79,85,52,6,85,8,246,56,5119
CS173,1064,3029,2112,1870,1843,1223,883,825,485,395,322,196,339,96,14586
CS196,778,1081,257,107,66,25,19,24,10,0,7,1,29,20,2404
CS199,150,537,37,19,37,6,3,20,3,2,7,1,20,5,842
CS210,272,1796,391,274,365,58,40,81,9,4,24,7,28,6,3349
CS211,64,413,67,48,50,10,2,11,2,0,3,0,5,1,675
CS222,207,1811,113,53,36,14,6,3,4,1,4,1,20,2,2273
CS225,738,8250,1563,1124,1553,671,590,860,297,180,566,123,758,125,17273
CS231,26,128,25,33,148,33,27,117,21,5,47,1,26,2,637
CS232,54,119,63,55,149,29,27,37,10,2,9,1,4,6,559
CS233,991,2845,232,186,954,103,84,478,51,18,220,24,233,36,6419
CS240,18,70,16,23,18,6,5,7,9,3,1,1,5,3,182
CS241,734,965,467,471,529,340,329,326,240,170,232,137,306,39,5246
CS242,367,1007,716,473,266,158,116,90,27,37,31,11,51,15,3350
CS277,35,33,17,12,14,4,3,4,1,0,0,1,1,0,125
CS296,216,805,89,55,63,22,7,40,3,2,5,1,32,12,1340
CS307,73,164,29,13,14,3,4,2,1,1,2,0,1,1,307
CS340,85,329,101,57,48,33,19,21,10,4,10,3,25,2,745
CS341,368,674,139,106,67,29,45,26,14,8,12,15,12,6,1515
CS357,696,3200,1038,820,906,463,407,507,248,153,175,93,167,28,8873
CS361,1027,671,373,326,257,135,105,104,56,31,35,13,80,11,3213
CS373,93,306,149,124,163,125,96,129,93,30,24,14,14,5,1360
CS374,482,1293,1035,1033,896,837,783,671,473,358,167,115,172,28,8315
CS398,75,238,81,53,303,36,29,134,8,4,57,5,49,5,1072
CS400,3,8,3,3,1,1,0,1,0,0,1,0,0,1,21
CS401,7,11,0,2,2,1,0,0,0,0,0,0,0,1,23
CS402,7,11,1,4,0,1,0,0,0,0,1,0,0,0,25
CS403,6,7,4,2,3,4,1,0,0,0,0,0,0,0,27
CS409,87,261,118,64,49,29,16,6,10,4,2,2,8,2,656
CS410,2148,1147,337,136,108,50,4,22,1,0,6,1,19,13,3979
CS411,1415,4322,1443,850,785,489,209,194,141,49,43,41,88,23,10069
CS412,672,1611,1010,627,532,298,159,131,81,12,59,11,137,29,5340
CS414,6,29,13,7,23,9,3,10,2,0,3,0,0,0,105
CS415,116,757,106,48,43,22,7,24,6,1,8,1,7,2,1146
CS416,856,389,57,55,41,10,13,9,1,3,3,0,14,15,1451
CS418,295,1080,441,333,331,216,107,142,54,7,99,4,100,28,3209
CS419,20,54,25,21,8,4,4,6,0,0,2,0,6,0,150
CS420,56,127,77,71,72,39,20,16,9,2,4,2,2,2,497
CS421,1580,2678,592,524,640,272,270,366,124,104,153,60,152,35,7515
CS422,8,9,2,0,0,3,0,0,0,0,0,0,0,0,22
CS423,167,385,207,143,145,68,34,26,14,0,11,3,7,4,1210
CS424,71,173,79,67,49,20,12,7,1,0,2,0,0,1,481
CS425,383,946,1403,1076,705,441,185,120,61,42,23,13,81,33,5479
CS426,19,80,40,24,33,19,6,11,0,0,2,0,3,4,237
CS427,625,847,418,293,207,89,49,47,10,7,15,0,21,10,2628
CS428,22,53,47,23,29,20,3,0,1,0,0,0,1,0,199
CS429,64,127,151,103,105,62,14,15,2,0,1,0,1,1,645
CS431,96,159,92,157,158,73,25,111,9,3,34,0,15,2,932
CS433,95,239,168,144,152,55,30,34,17,3,9,1,9,4,956
CS435,31,277,58,27,18,11,0,11,4,2,3,2,19,8,463
CS437,442,326,64,21,18,23,13,14,9,5,8,1,22,12,966
CS438,193,637,474,337,307,138,69,109,36,13,28,22,95,17,2458
CS440,816,2308,856,617,1200,321,194,430,94,42,121,53,104,28,7156
CS441,731,2435,378,121,84,39,26,21,15,10,4,9,53,25,3926
CS442,9,11,7,4,8,1,0,1,0,0,0,0,2,1,43
CS443,16,27,16,16,16,12,12,5,3,4,1,2,0,3,130
CS444,174,494,93,29,82,13,11,27,7,3,6,2,16,3,957
CS445,383,644,315,129,94,52,29,19,18,11,16,14,45,12,1769
CS446,279,876,657,576,370,187,74,79,23,16,19,10,63,22,3229
CS447,300,551,345,138,92,44,22,14,7,3,6,0,28,10,1550
CS448,34,60,17,9,13,8,3,4,1,0,1,0,3,0,153
CS450,250,789,407,371,398,242,186,161,95,36,46,35,69,27,3085
CS457,1,8,0,0,2,0,3,2,6,0,0,0,2,0,24
CS460,55,441,39,26,34,4,7,16,4,3,3,3,17,4,652
CS461,186,608,372,337,647,296,186,271,113,30,83,26,59,22,3214
CS463,161,268,71,30,133,10,5,42,0,1,5,0,4,4,730
CS464,29,37,9,7,3,4,0,0,0,0,1,0,0,0,90
CS465,79,733,608,365,610,205,98,103,28,4,21,0,14,3,2868
CS466,120,458,133,104,145,51,15,32,8,1,10,0,15,1,1092
CS467,65,237,106,41,29,5,1,5,1,0,0,0,4,1,494
CS469,23,41,7,1,2,0,0,1,0,0,0,0,0,0,75
CS470,31,11,2,0,0,0,0,1,0,0,0,0,0,0,45
CS473,101,278,281,279,276,240,200,195,112,58,48,35,36,15,2139
CS475,9,6,0,3,2,2,1,0,0,0,0,0,1,0,24
CS476,9,9,0,1,0,1,3,0,0,0,0,1,0,0,24
CS477,40,84,47,29,14,10,7,6,3,0,1,2,3,4,246
CS484,70,256,71,36,131,25,15,52,15,3,13,2,10,8,699
CS492,32,129,176,69,74,29,14,0,2,1,0,0,1,1,527
CS493,49,141,87,45,28,10,3,2,1,1,1,0,5,0,373
CS494,8,15,11,6,7,0,3,0,0,0,0,0,0,0,50
CS498,2646,6152,1748,1196,1154,527,308,336,177,111,122,35,210,51,14722
CS500,1,74,12,4,4,1,1,1,0,0,0,0,1,0,99
CS510,138,299,84,37,26,6,1,1,0,0,0,0,0,2,592
CS511,76,211,91,29,17,15,3,1,1,0,0,0,1,0,445
CS512,103,328,189,68,63,25,13,14,9,0,9,0,6,2,827
CS513,700,56,6,2,8,6,0,0,0,0,0,0,2,0,780
CS519,101,506,179,72,65,5,4,7,0,0,4,0,8,3,951
CS521,7,8,2,3,0,1,0,0,0,0,0,0,0,0,21
CS523,26,76,74,31,5,0,0,0,0,0,0,0,2,0,214
CS525,56,114,180,93,17,3,0,0,0,0,0,0,0,0,463
CS527,104,227,86,55,24,15,3,1,0,0,0,0,1,2,516
CS528,2,55,0,2,22,2,0,2,2,0,0,0,0,0,87
CS533,44,125,19,28,55,5,0,3,0,0,1,0,1,0,281
CS534,5,5,3,5,3,0,0,0,0,0,0,0,0,0,21
CS537,6,13,7,4,5,0,0,1,1,0,0,0,0,0,37
CS538,13,168,29,15,6,4,3,0,1,0,1,0,0,1,240
CS540,6,31,12,3,3,1,0,0,0,0,0,0,0,3,56
CS542,22,88,36,23,14,8,0,1,1,1,1,0,4,1,199
CS544,0,29,0,2,0,0,0,0,0,0,0,0,0,0,31
CS545,46,70,57,5,19,1,1,4,0,0,0,0,0,0,203
CS546,81,324,131,39,18,5,1,0,1,0,0,0,2,3,602
CS548,1,35,5,15,31,3,3,2,0,0,1,0,0,0,96
CS554,27,53,44,29,4,9,1,0,0,0,0,0,0,1,167
CS555,32,225,43,20,11,13,1,3,1,0,0,0,1,3,350
CS556,0,15,5,2,1,2,0,0,1,0,1,0,0,0,27
CS562,4,107,20,8,1,0,0,1,0,0,0,0,0,0,141
CS563,15,91,39,13,4,2,13,1,1,0,0,0,1,2,180
CS565,6,160,74,27,18,5,1,6,0,0,0,0,1,0,298
CS567,20,55,15,7,5,2,2,1,0,0,0,0,0,0,107
CS568,98,52,11,0,1,0,0,1,0,0,0,0,0,0,163
CS573,6,39,35,35,21,12,1,0,0,0,0,0,0,2,149
CS574,4,30,18,9,10,2,0,0,0,0,0,1,0,1,74
CS579,8,29,16,7,2,8,0,0,0,0,0,0,1,0,71
CS580,16,11,8,8,1,2,1,6,0,0,0,0,0,1,53
CS583,3,39,9,3,3,3,0,0,0,0,1,0,0,0,61
CS588,10,10,10,12,9,7,2,2,3,0,1,0,0,0,66
CS598,2663,4346,1022,459,365,128,32,45,6,7,8,2,34,41,9117
CW100,179,490,144,100,63,35,13,11,7,4,9,1,22,2,1078
CW200,31,19,11,7,4,2,6,0,2,0,0,0,4,4,86
CW243,16,72,23,17,8,8,6,3,6,1,4,0,8,5,172
CWL114,364,261,153,96,101,62,31,35,18,10,13,6,35,5,1185
CWL151,7,103,29,10,7,0,1,2,0,0,0,0,3,0,162
CWL189,45,62,18,16,14,5,3,3,2,0,1,2,6,1,177
CWL190,0,5,3,7,3,2,0,2,1,0,1,0,0,0,24
CWL204,3,4,2,1,5,2,0,1,2,0,1,1,3,0,25
CWL207,42,1998,144,37,45,19,3,6,0,0,1,4,15,5,2314
CWL208,11,12,4,0,2,1,0,0,0,0,0,0,0,0,30
CWL211,9,18,16,6,3,7,5,3,3,2,3,1,0,0,76
CWL241,115,271,106,47,48,24,10,13,6,1,3,3,16,3,663
CWL242,89,171,95,42,30,23,11,6,4,5,5,7,24,1,512
CWL320,13,6,6,21,18,18,12,10,7,1,0,1,11,2,124
CWL450,0,13,1,6,2,0,0,0,0,0,0,0,0,0,22
DANC100,1777,2587,564,281,204,126,61,71,36,22,25,16,92,19,5862
DANC101,90,167,40,20,12,6,0,4,1,0,0,1,5,2,346
DANC102,11,10,3,1,1,0,0,0,0,0,0,0,0,1,26
DANC105,172,259,49,31,20,3,4,7,2,1,2,2,7,1,559
DANC106,72,52,11,3,5,3,1,0,0,1,0,0,2,2,150
DANC107,125,172,34,19,16,7,1,5,1,0,3,0,3,0,386
DANC109,9,20,11,2,1,1,0,0,0,0,0,0,1,2,45
DANC111,9,10,1,0,1,1,0,0,1,0,0,0,0,0,23
DANC112,66,103,67,18,16,9,1,1,3,0,1,0,2,0,287
DANC116,44,54,8,4,3,3,2,2,2,0,0,0,1,2,123
DANC120,11,37,13,5,6,2,0,1,0,1,1,0,0,0,77
DANC121,1,15,3,2,0,0,0,0,0,0,0,0,0,0,21
DANC125,10,14,15,11,5,7,8,4,3,0,3,1,0,1,81
DANC131,0,20,0,0,0,0,0,1,0,0,0,0,0,0,21
DANC150,3,34,8,2,0,0,0,0,0,0,0,0,1,0,48
DANC160,5,67,32,16,16,16,4,2,4,2,2,3,6,0,175
DANC162,3,3,10,4,0,1,0,0,0,0,0,0,0,0,21
DANC166,0,11,9,0,0,0,0,0,0,0,0,0,1,0,21
DANC167,0,5,8,3,10,6,4,0,4,1,1,0,1,0,43
DANC175,5,9,2,1,3,0,0,2,0,0,0,0,0,0,22
DANC200,167,340,47,34,28,13,4,12,3,3,5,3,21,6,680
DANC201,58,93,21,7,9,1,3,4,1,1,0,0,2,1,200
DANC209,1,17,0,1,1,1,0,1,0,0,0,0,0,0,22
DANC212,3,8,5,6,3,1,0,0,0,0,0,0,0,0,26
DANC240,0,20,1,0,1,0,0,0,0,0,0,0,0,0,22
DANC259,5,51,5,3,0,2,0,0,0,0,0,0,0,0,66
DANC260,4,71,52,39,26,14,6,1,2,0,0,0,2,2,217
DANC261,3,1,11,4,2,0,0,0,2,0,0,0,1,0,24
DANC266,4,69,44,35,13,4,2,4,0,1,1,0,2,1,179
DANC268,18,13,6,3,3,0,3,2,2,3,1,0,1,0,55
DANC270,3,8,4,1,1,1,1,3,0,0,0,0,0,0,22
DANC301,1,98,25,6,11,4,4,0,0,1,1,1,1,3,153
DANC310,37,43,9,9,4,2,9,2,2,0,0,1,0,0,118
DANC340,38,102,95,67,39,33,11,12,6,4,2,4,5,5,418
DANC345,2,6,4,2,1,1,2,1,1,1,1,0,2,0,24
DANC360,9,58,56,39,13,10,6,1,2,2,1,1,2,1,200
DANC362,0,19,1,2,1,0,0,0,0,0,0,0,0,0,23
DANC363,3,16,1,1,0,0,0,0,0,0,0,0,0,0,21
DANC366,0,15,12,18,10,6,1,0,1,1,1,0,2,1,67
DANC410,0,5,6,2,2,2,1,2,0,0,1,0,1,0,22
DANC440,0,12,0,2,1,3,2,0,0,0,1,0,1,0,22
DTX180,0,28,7,4,2,0,0,0,0,0,0,0,4,0,45
DTX251,19,6,2,0,0,0,1,0,0,0,0,0,0,0,28
DTX455,3,15,0,2,1,0,1,1,0,0,0,0,0,0,23
DTX495,63,42,25,8,7,4,1,2,0,0,0,1,2,1,155
EALC122,8,44,19,9,9,2,4,0,1,0,0,0,0,0,96
EALC130,110,112,112,54,28,16,8,10,4,3,2,2,7,2,468
EALC199,3,9,1,4,0,3,2,1,0,1,0,0,0,0,24
EALC207,0,17,11,1,4,3,0,0,0,0,0,0,0,0,36
EALC208,17,11,7,0,1,1,0,2,0,0,0,0,1,0,40
EALC212,6,17,7,2,8,4,1,5,2,3,1,4,2,0,62
EALC222,18,23,17,26,23,8,14,9,6,3,1,2,1,0,151
EALC225,0,21,8,6,13,1,0,3,0,0,0,0,2,1,54
EALC230,259,468,170,63,67,26,15,16,7,2,3,3,9,2,1108
EALC240,3,8,3,3,5,3,0,0,0,0,0,0,0,0,25
EALC250,68,273,222,229,263,122,84,83,32,20,18,8,63,9,1485
EALC275,92,263,295,143,118,57,29,25,13,5,9,0,11,2,1060
EALC280,8,20,2,2,1,0,1,2,0,0,0,0,0,0,36
EALC285,66,47,34,25,9,6,4,4,1,2,0,0,3,1,201
EALC287,0,5,6,2,5,7,1,1,2,0,0,0,1,0,30
EALC305,8,47,41,33,21,9,1,6,3,1,3,0,2,1,175
EALC306,3,14,22,14,5,11,2,1,1,0,0,0,4,1,77
EALC307,0,2,6,7,6,5,1,2,0,0,0,0,0,0,29
EALC308,13,29,23,13,5,3,3,1,2,1,0,0,2,0,95
EALC320,3,6,0,4,1,0,1,2,1,1,0,1,4,0,24
EALC327,0,20,1,1,0,0,1,0,0,0,0,0,0,1,23
EALC361,0,10,1,6,4,1,2,3,0,0,0,0,1,0,28
EALC365,15,94,14,11,12,4,3,3,3,1,0,1,2,1,163
EALC367,17,39,11,5,0,0,0,0,0,0,0,0,0,0,72
EALC398,11,28,14,8,4,1,0,0,2,0,0,0,1,1,69
EALC415,0,8,8,6,2,3,1,0,0,0,0,0,0,0,28
ECE101,45,69,44,20,10,19,9,4,3,2,4,1,7,2,237
ECE110,1667,3110,1730,1349,1419,827,574,646,328,196,175,57,421,50,12499
ECE120,809,1676,1169,848,909,503,391,371,209,128,118,66,248,22,7445
ECE190,55,269,162,159,164,158,129,129,95,80,67,39,78,23,1584
ECE198,76,258,212,237,236,203,175,129,90,34,62,23,33,6,1768
ECE199,195,48,26,12,15,8,5,4,2,0,2,1,5,1,323
ECE205,1380,1677,836,725,971,599,428,548,281,102,168,133,117,29,7965
