Name,Course,Rating,Difficulty,Would-Take-Again,Link
"Shomorony, Ilan",ECE313,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3067433
"Hyde, Daniel",PSYC462,4.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2785455
"Hyde, Daniel",PSYC363,4.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2785455
"Hyde, Daniel",PSYC216,4.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2785455
"Solomon, Jon",CLCV111,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV114,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV115,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV116,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV224,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV225,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV120,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Solomon, Jon",CLCV206,4.6,1.7,91.1111,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835709
"Smith, Kyle",ME320,4.6,4.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985974
"Smith, Kyle",ME412,4.6,4.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985974
"Cai, Lili",ME330,3.7,2.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2981667
"Salo, Ken",UP160,2.7,3.0,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1567161
"Salo, Ken",UP260,2.7,3.0,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1567161
"Salo, Ken",GCL147,2.7,3.0,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1567161
"Yong, Alexander",MATH413,4.2,3.1,71.4286,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1197986
"Yong, Alexander",MATH347,4.2,3.1,71.4286,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1197986
"Yong, Alexander",MATH482,4.2,3.1,71.4286,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1197986
"Livengood, Jonathan",PHIL430,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Livengood, Jonathan",PHIL477,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Livengood, Jonathan",PHIL214,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Livengood, Jonathan",PHIL103,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Livengood, Jonathan",GCL187,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Livengood, Jonathan",PSYC351,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Livengood, Jonathan",PHIL426,4.8,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1787156
"Rienstra, Chad",CHEM440,3.1,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=572831
"Rienstra, Chad",CHEM444,3.1,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=572831
"Rienstra, Chad",CHEM442,3.1,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=572831
"Li, Haiyi",HIST120,5.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3028179
"Meron, Shachar",ADV290,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV390,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",SBC500,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV250,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV400,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV283,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV498,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV150,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Meron, Shachar",ADV199,4.9,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125364
"Leal, Cecilia",MSE201,4.7,2.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2628233
"Leal, Cecilia",MSE470,4.7,2.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2628233
"Leal, Cecilia",MSE473,4.7,2.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2628233
"King, Colleen",JOUR200,2.0,3.7,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3024238
"Weiss, Dov",REL120,4.0,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1725335
"Weiss, Dov",RLST120,4.0,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1725335
"Meidani, Hadi",CEE201,3.0,3.0,20.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1926018
"Meidani, Hadi",CEE498,3.0,3.0,20.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1926018
"Meidani, Hadi",CEE460,3.0,3.0,20.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1926018
"Smith, Andrew",BIOE450,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",PHIL105,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",BIOE498,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",BIOE100,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",BIOE220,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",PHIL102,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",PHIL214,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Smith, Andrew",BIOE298,3.8,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817744
"Machaka, Nessrine",CI450,1.0,4.5,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3015915
"Tighe, Amelia",LING270,5.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3066329
"James, Carrie",DTX180,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2778398
"James, Carrie",CI401,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2778398
"James, Carrie",CI476,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2778398
"James, Carrie",CI475,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2778398
"Hassan, Wail",CWL114,3.8,2.1,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1136366
"MacDonald, Jonathan",LING301,3.1,3.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1560555
"MacDonald, Jonathan",SPAN305,3.1,3.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1560555
"Wagner, Travis",IS505,5.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2996673
"Hinchliffe, Joseph",PS318,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Hinchliffe, Joseph",PS322,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Hinchliffe, Joseph",PS321,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Hinchliffe, Joseph",PS191,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Hinchliffe, Joseph",PS199,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Hinchliffe, Joseph",PS220,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Hinchliffe, Joseph",PS101,2.1,4.1,14.2857,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295309
"Maroun, Daniel",FR156,5.0,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1483180
"Maroun, Daniel",SLCL110,5.0,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1483180
"Maroun, Daniel",FR104,5.0,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1483180
"Maroun, Daniel",FR101,5.0,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1483180
"Bradlow, Steven",MATH225,2.2,3.8,15.3846,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1744253
"Bradlow, Steven",MATH221,2.2,3.8,15.3846,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1744253
"Bradlow, Steven",MATH231,2.2,3.8,15.3846,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1744253
"Bradlow, Steven",MATH446,2.2,3.8,15.3846,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1744253
"Gupta, Saurabh",CS444,1.5,4.5,9.0909,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2694770
"Gupta, Saurabh",ECE549,1.5,4.5,9.0909,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2694770
"Gupta, Saurabh",ECE598,1.5,4.5,9.0909,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2694770
"Lee, Chia-Fon",ME270,2.9,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Lee, Chia-Fon",ME200,2.9,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Lee, Chia-Fon",TAM212,2.9,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Lee, Chia-Fon",TAM335,2.9,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Lee, Chia-Fon",ME403,2.9,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Lee, Chia-Fon",ME410,2.9,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251994
"Pal, Avantika",FIN411,2.1,4.3,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3035874
"Richter, Stefan",ACCY312,4.0,4.3,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2940106
"Huang, Can",FIN321,4.7,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3044521
"Sepkoski, David",HIST264,3.7,2.7,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2523485
"Sepkoski, David",HIST300,3.7,2.7,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2523485
"Sepkoski, David",HIST265,3.7,2.7,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2523485
"Sepkoski, David",HIST268,3.7,2.7,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2523485
"Clarke, John",BADM590,2.2,3.8,20.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2818812
"Clarke, John",ESE497,2.2,3.8,20.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2818812
"Clarke, John",BADM380,2.2,3.8,20.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2818812
"Scharp, Kevin",PHIL223,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2981060
"Scharp, Kevin",PHIL442,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2981060
"Kuenstler, Alexa",CHBE321,3.0,3.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3065635
"Kuenstler, Alexa",CHBE455,3.0,3.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3065635
"Orta, Andrew",ANTH279,3.2,3.4,43.4783,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211568
"Orta, Andrew",ANTH230,3.2,3.4,43.4783,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211568
"Orta, Andrew",ANTH103,3.2,3.4,43.4783,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211568
"Orta, Andrew",ANTH399,3.2,3.4,43.4783,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211568
"Mineyev, Igor",MATH418,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Mineyev, Igor",MATH403,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Mineyev, Igor",MATH447,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Mineyev, Igor",MATH417,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Mineyev, Igor",MATH444,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Mineyev, Igor",MATH432,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Mineyev, Igor",MATH500,1.6,4.0,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=658829
"Pollet, Joshua",FIN511,2.3,4.0,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1074566
"Pollet, Joshua",FIN500,2.3,4.0,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1074566
"Sanchez, Carmen",BUS201,3.7,1.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2856177
"Thurston, Stephanie",REL108,3.0,2.6,40.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2899329
"Stankus, Alison",SOCW589,1.0,5.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3054900
"Taylor, Stephen",MUS202,4.3,2.7,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=127115
"Taylor, Stephen",MUS201,4.3,2.7,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=127115
"Taylor, Stephen",MUS408,4.3,2.7,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=127115
"Taylor, Stephen",MUS499,4.3,2.7,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=127115
"Calderwood, Eric",CWL189,4.4,2.9,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372255
"Calderwood, Eric",CWL114,4.4,2.9,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372255
"Pintar, Judith",IS101,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Pintar, Judith",GCL143,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Pintar, Judith",INFO490,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Pintar, Judith",REES201,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Pintar, Judith",SLCL200,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Pintar, Judith",BCS115,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Pintar, Judith",SCR115,4.5,1.7,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683382
"Silverman, Helaine",ANTH180,3.7,2.0,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Silverman, Helaine",ANTH209,3.7,2.0,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Silverman, Helaine",GLBL296,3.7,2.0,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Silverman, Helaine",ANTH175,3.7,2.0,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Silverman, Helaine",ANTH460,3.7,2.0,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Silverman, Helaine",ANTH462,3.7,2.0,81.0811,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474491
"Miraftab, Faranak",UP185,3.3,2.5,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1212176
"Miraftab, Faranak",UP423,3.3,2.5,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1212176
"Miraftab, Faranak",GCL200,3.3,2.5,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1212176
"Bashir, Masooda",IS364,2.0,3.6,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1647240
"Bashir, Masooda",IE340,2.0,3.6,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1647240
"Bashir, Masooda",PSYC358,2.0,3.6,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1647240
"Cui, Chang",MCB493,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3031013
"Cui, Chang",CHEM105,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3031013
"Cui, Chang",CHEM103,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3031013
"Alawini, Abdussalam",CS411,4.2,3.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2442487
"Alawini, Abdussalam",CS498,4.2,3.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2442487
"Varden, Helga",PHIL414,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL421,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL436,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL210,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL107,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL250,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL380,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL104,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL105,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Varden, Helga",PHIL422,3.5,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1054530
"Hunter, Carla",PSYC336,3.7,3.9,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1152781
"Hunter, Carla",PSYC341,3.7,3.9,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1152781
"Hunter, Carla",PSYC340,3.7,3.9,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1152781
"Hunter, Carla",PSYC496,3.7,3.9,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1152781
"Konar, Megan",CEE350,3.3,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2680148
"Konar, Megan",CEE598,3.3,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2680148
"Lafave, James",CEE560,3.5,2.8,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=199771
"Lafave, James",CEE465,3.5,2.8,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=199771
"Lafave, James",CEE461,3.5,2.8,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=199771
"Golding, Wallace",CMN220,4.5,3.2,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450278
"Golding, Wallace",CMN340,4.5,3.2,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450278
"Golding, Wallace",CMN112,4.5,3.2,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450278
"Golding, Wallace",CMN111,4.5,3.2,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2450278
"Leon Ruiz, Daniel",CLCV114,4.6,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2185872
"Leon Ruiz, Daniel",CLCV250,4.6,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2185872
"Leon Ruiz, Daniel",CLCV221,4.6,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2185872
"Schutt-Aine, Jose",ECE453,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE451,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE546,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE342,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE210,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE329,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE350,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Schutt-Aine, Jose",ECE442,1.3,4.2,16.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2208232
"Fahnestock, Larry",CEE462,5.0,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782008
"Fahnestock, Larry",CEE460,5.0,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782008
"Fahnestock, Larry",CEE598,5.0,2.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782008
"Matlack, Kathryn",TAM212,3.7,2.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2861239
"Matlack, Kathryn",TAM412,3.7,2.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2861239
"McKinnis, Leonard",REL134,4.0,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2897835
"Park, Se",ADV360,3.0,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3061855
"Park, Se",ADV283,3.0,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3061855
"Starwalt, Wendy",HK171,1.0,3.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2796900
"Starwalt, Wendy",IHLT102,1.0,3.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2796900
"Banerjee, Arijit",ECE464,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3063595
"Banerjee, Arijit",ECE469,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3063595
"Banerjee, Arijit",ECE498,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3063595
"Banerjee, Arijit",ECE298,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3063595
"Banerjee, Arijit",ECE330,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=3063595
"Erickson, Jeff",CS473,4.6,4.3,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180296
"Erickson, Jeff",CS374,4.6,4.3,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180296
"Erickson, Jeff",CS498,4.6,4.3,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180296
"Erickson, Jeff",CS598,4.6,4.3,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180296
"Erickson, Jeff",CS573,4.6,4.3,80.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180296
"Hay, James",MACS317,1.3,3.8,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581998
"Hay, James",MACS326,1.3,3.8,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581998
"Hay, James",MACS264,1.3,3.8,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581998
"Hay, James",MACS320,1.3,3.8,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581998
"Rhodes, Justin",PSYC302,4.1,2.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=829930
"Rhodes, Justin",PSYC433,4.1,2.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=829930
"Hays, David",LA101,4.8,2.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=786822
"Hays, David",LA501,4.8,2.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=786822
"Tutumluer, Erol",CEE310,2.5,2.3,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290367
"Tutumluer, Erol",CEE498,2.5,2.3,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290367
"Tutumluer, Erol",CEE406,2.5,2.3,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290367
"Tutumluer, Erol",CEE509,2.5,2.3,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290367
"Tutumluer, Erol",CEE598,2.5,2.3,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1290367
"Johnson, McKenzie",NRES224,3.8,2.8,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2561329
"Johnson, McKenzie",NRES424,3.8,2.8,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2561329
"Hunt, Anna",GER261,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2647736
"Hunt, Anna",GER260,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2647736
"Hunt, Anna",GER102,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2647736
"Hunt, Anna",CLCV115,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2647736
"Horowitz, Hannah",CEE330,2.0,3.5,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2879708
"Horowitz, Hannah",ATMS420,2.0,3.5,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2879708
"Sinha, Makrand",CS598,3.5,3.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2945922
"Dolezal, Adam",IB202,5.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2776290
