subject,course_code,title,credits,prerequisites,gened,subcategories
ATMS,402,Applied Meteorology and Climate Services ,3 or 4,"ATMS 301, ATMS 302, and ATMS 305 for undergraduate students; or Graduate standing",,
ATMS,404,Risk Analysis in Earth Science ,3 or 4,MATH 241 or consent of instructor,,
ATMS,405,Boundary Layer Processes ,4,"ATMS 301, ATMS 302, and ATMS 304; MATH 285; or consent of instructor",,
ATMS,406,Tropical Meteorology ,4,ATMS 301 and ATMS 302 and MATH 285; or consent of instructor,,
ATMS,407,Arctic Meteorology ,3 or 4,"ATMS 301, ATMS 302, and ATMS 305 for undergraduate students; or graduate standing",,
ATMS,410,Radar Remote Sensing ,4,ATMS 201 and MATH 231 and credit or concurrent registration in MATH 241; or consent of instructor,,
ATMS,411,Satellite Remote Sensing ,4,MATH 285 and PHYS 212,,
ATMS,413,Advanced Weather Forecasting ,4,"ATMS 313, or graduate standing",,
ATMS,417,Climate Change Economics and Policy ,3 or 4,,,
ATMS,420,Atmospheric Chemistry ,4,"CHEM 102, PHYS 211, and MATH 241",,
ATMS,421,Earth Systems Modeling ,4,"Junior, senior, or graduate standing in a natural science, geography, natural resources and environmental studies, or engineering",,
ATMS,423,Weather and Climate Hazard Risk Communication ,4,ATMS 201 or 202; or consent of instructor,,
ATMS,424,Atmospheric Convection ,4,"ATMS 301 and ATMS 302, or Graduate Standing",,
ATMS,446,Climate & Social Vulnerability ,3 or 4,,,
ATMS,447,Climate Change Assessment ,3,,,
ATMS,449,Biogeochemical Cycles ,4,Consent of instructor,,
ATMS,490,Individual Study ,1 to 4,Consent of advisor and faculty member supervising work,,
ATMS,491,Adv Topics in Atmospheric Sci ,2 to 4,,,
ATMS,492,Capstone Undergraduate Research ,4,"Restricted to students with senior standing in Atmospheric Sciences, or permission of ATMS faculty supervisor",,
ATMS,500,Dynamic Meteorology ,4,Restricted to graduate standing or consent of instructor,,
ATMS,502,Numerical Fluid Dynamics ,4,MATH 285 or equivalent,,
ATMS,505,Weather Systems ,4,Graduate standing or consent of instructor,,
ATMS,507,Climate Dynamics ,4,Graduate standing or consent of instructor,,
ATMS,510,Precipitation Physics ,4,Restricted to graduate standing,,
ATMS,511,Atmospheric Radiation ,4,Graduate Standing in Atmospheric Sciences or consent of instructor,,
ATMS,512,Clouds and Climate ,4,ATMS 504 or consent of instructor,,
ATMS,514,Dynamics of Convective Clouds and Storms ,4,"ATMS 500 or equivalent, MATH 241 or equivalent, PHYS 211 or equivalent, or consent of the instructor",,
ATMS,517,Data Science for the Geosciences ,4,Restricted to graduate standing or consent of instructor,,
ATMS,520,Weather and Climate Phenomena and Hazards ,4,Restricted to graduate standing or consent of instructor,,
ATMS,521,"Climate Analysis, Variability, and Prediction ",4,"ATMS 517 and ATMS 520, or equivalent; or Permission of Instructor",,
ATMS,523,Weather and Climate Data Analytics ,4,ATMS 517 or equivalent Python experience or consent of instructor,,
ATMS,526,Risk Analysis in the Geosciences ,4,Restricted to graduate students or consent of instructor,,
ATMS,535,Aerosol Sampling and Analysis ,4,,,
ATMS,571,Professional Development ,1,Graduate student in Atmospheric Sciences or consent of instructor,,
ATMS,590,Individual Study ,1 to 4,Consent of instructor,,
ATMS,591,Atmospheric Sciences Seminar ,0,Consent of instructor,,
ATMS,596,Non-Thesis Research ,0 to 4,"Restricted to students in the non-thesis options, which includes the online master's degree",,
ATMS,597,Special Topics in Atmospheric Sciences ,0 to 4,Graduate standing or consent of instructor,,
ATMS,599,Thesis Research ,0 to 16,Consent of instructor,,
BADM,199,Undergraduate Open Seminar ,1 to 5,,,
BADM,205,Business Location Decisions ,3,,,
BADM,210,Business Analytics I ,3,,,
BADM,211,Business Analytics II ,3,BADM 210; CS 105 or equivalent,,
BADM,261,Technology & Mgmt Seminar ,1,,,
BADM,275,Fundamentals of Operations Management ,3,,,
BADM,300,The Legal Environment of Bus ,3,,,
BADM,303,Principles of Public Policy ,3,,,
BADM,310,Mgmt and Organizational Beh ,3,,,
BADM,311,Leading Individuals and Teams ,3,BADM 310,,
BADM,312,Designing and Managing Orgs ,3,BADM 310,,
BADM,313,Strategic Human Resource Management ,3,BADM 310,,
BADM,314,Leading Negotiations ,3,,,
BADM,320,Principles of Marketing ,3,,,
BADM,321,Principles of Retailing ,3,BADM 320,,
BADM,322,Marketing Research ,3,BADM 320,,
BADM,323,Marketing Communications ,3,BADM 320,,
BADM,324,Purchasing and Supply Mgmnt ,3,Credit or concurrent enrollment in BADM 320,,
BADM,325,Consumer Behavior ,3,BADM 320,,
BADM,326,Pricing Strategy ,3,BADM 320,,
BADM,327,Marketing to Business and Govt ,3,BADM 320,,
BADM,328,Advanced Sales Strategies ,3,,,
BADM,329,New Product Development ,3,BADM 320,,
BADM,330,Brand Management ,3,BADM 320,,
BADM,331,Making Things ,3,Junior or Senior class standing required,,
BADM,332,Sustainable Product Design & Marketing Plans I: Bottom-Up Immersion in Subsistence Marketplaces ,4,Application process,,
BADM,333,Sustainable Product Design & Marketing Plans II: Bottom-Up Enterprise & Marketing Innovation ,4,BADM 332 or instructor approval,,
BADM,334,Sustainable Marketing Enterprises ,3,Junior or Senior Class Standing,,
BADM,335,Supply Chain Management Basics ,3,,,
BADM,336,Modeling the Supply Chain ,3,BADM 335,,
BADM,337,Practicum in Supply Chain Mgt ,3,,,
BADM,338,Global Supply Chain Management ,3,,,
BADM,340,Ethical Dilemmas of Business ,3,,ACP,
BADM,341,Foundations of Strategic Management ,3,,,
BADM,346,Introduction to Entrepreneurship ,3,,,
BADM,350,IT for Networked Organizations ,3,,,
BADM,351,Social Media Strategy ,3,,,
BADM,352,Database Design and Management ,3,,,
BADM,353,Info Sys Analysis and Design ,3,,,
BADM,356,Data Science and Analytics ,3,,,
BADM,357,Digital Making Seminar ,3,,,
BADM,358,Big Data Platforms ,3,BADM 352,,
BADM,359,Business Problem Formulation and Solution ,3,Sophomore or Junior standing required,,
BADM,360,Digital Marketing ,3,,,
BADM,361,Marketing Analytics ,3,BADM 210 and BADM 211,,
BADM,362,Introduction to Consumer Analytics ,3,BADM 211,,
BADM,365,New Product Marketing ,3,,,
BADM,366,Product Design and Development ,3,Admission to the Technology and Management Program,,
BADM,367,Mgmt of Innov and Technology ,3,,,
BADM,370,Information Security Management ,3,,,
BADM,371,User Interaction/User Experience Design ,3,BADM 353,,
BADM,372,Information Systems & Operations Management Practicum ,3,IS Majors: BADM 350,,
BADM,373,Quantitative Foundations for Business Analytics ,3,BADM 211,,
BADM,374,Management Decision Models ,3,ECON 203 or BADM 210,,
BADM,375,Operations Strategy ,3,,,
BADM,377,Project Management ,3,,,
BADM,378,Logistics Management ,3,,,
BADM,379,Business Process Improvement ,3,,,
BADM,380,International Business ,3,,,
BADM,381,Multinational Management ,3,,,
BADM,382,International Marketing ,3,BADM 320,,
BADM,383,Topics in International Business ,3,BADM 380,,
BADM,394,Senior Research I ,2 to 4,,,
BADM,395,Special Topics ,1 to 4,,,
BADM,403,Corporate & Commercial Law ,4,,,
BADM,420,Advanced Marketing Management ,3,BADM 320,,
BADM,438,Agri-food Strategic Management ,3,,,
BADM,440,Business Applications of GIS ,3 or 4,,,
BADM,445,Small Business Consulting ,4,,,
BADM,446,Entrepreneurship: New Venture Creation ,4,BADM 346 required for undergraduate students,,
BADM,447,Legal Issues in Entrepreneurship ,4,,,
BADM,449,Business Policy and Strategy ,3,,,
BADM,453,Business Intelligence ,3,,,
BADM,458,IT Governance ,3 or 4,BADM 350,,
BADM,460,Business Process Modeling ,3,BADM 367,,
BADM,461,"Tech, Eng, & Mgt Final Project ",4,"BADM 366, BADM 367, BADM 460",,
BADM,463,iVenture Accelerator Seminar I: Topics in Entrepreneurship ,3,Restricted to students admitted to the iVenture Accelerator program,,
BADM,464,iVenture Accelerator Seminar II: Topics in Entrepreneurship ,3,Restricted to students admitted to the iVenture Accelerator program,,
BADM,501,Introduction to Business ,4,,,
BADM,502,Communicating with Data and Decision Making ,2,,,
BADM,503,Classics in Business Administration ,2,Ph,,
BADM,504,Phil of Science and Bus Admin ,2,Ph,,
BADM,507,Emp. Res. Methods in Bus. Adm. ,4,Ph,,
BADM,508,Leadership and Teams ,2 or 4,,,
BADM,509,Managing Organizations ,2 or 4,,,
BADM,510,Founds of Organizational Behav ,4,Enrollment as a major in organizational sciences in a cooperating program or consent of instructor,,
BADM,512,HR Management and Strategy ,4,,,
BADM,513,Communication Strategy in Bus ,2,,,
BADM,514,Managing Innovation ,2,BADM 508 or consent of the instructor,,
BADM,515,Oral Comm for Business ,4,MSTM students,,
BADM,519,Seminar in Organizational Behavior and Theory ,4,Ph,,
BADM,520,Marketing Management ,2 or 4,,,
BADM,521,Marketing Strategy ,4,,,
BADM,522,Social Media Analytics ,4,,,
BADM,523,Consumer Behavior 4.0: Digital Transformation in Consumer Behavior ,4,,,
BADM,524,Pricing Strategy and Analytics ,4,,,
BADM,525,New Product Development ,2 or 4,,,
BADM,526,Consumer Analytics: Theory and Practice ,4,,,
BADM,527,Brand Management ,4,,,
BADM,528,Promotional Strategy ,4,,,
BADM,529,Marketing Research ,4,,,
BADM,531,Survey Methods in Mkt Res ,4,,,
BADM,532,Sustainable Product Design & Enterprise Plan Development - I: Bottom-Up Immersion & Design ,4,Application process,,
BADM,533,Sustainable Product Design & Enterprise Plan Development - II: Bottom-Up Enterprise & Innovation ,4,BADM 532 or instructor approval,,
BADM,535,Global Business ,2,MSM student or consent of instructor,,
BADM,537,Advanced Topics in Marketing ,4,Ph,,
BADM,538,Res Sem in Consumer Behavior ,4,Ph,,
BADM,539,Math Models in Marketing ,4,Ph,,
BADM,540,Frontiers in Technology ,0 or 1,MSTM students,,
BADM,541,Foundations of Strategic Management ,4,,,
BADM,543,Technology Strategy ,2 or 4,,,
BADM,544,Strategic Management ,2 or 4,"BADM 509, BADM 520, and BADM 567, FIN 520, or equivalent",,
BADM,545,Found of Strategy Research ,2,Ph,,
BADM,546,Strategy Content Research ,2,Ph,,
BADM,547,Strategy Process Research ,2,Ph,,
BADM,548,Corp & Comp Strategy Research ,2,Ph,,
BADM,549,Current Strategy Research ,2,Ph,,
BADM,550,Business Practicum ,0 to 4,"Restricted to MSTM, MSM, MS Business Analytics students",,
BADM,551,Managing Intellectual Property ,2,,,
BADM,552,Legal Aspects of Mgt Decisions ,4,,,
BADM,553,Ethical Dilemmas in Business ,4,,,
BADM,554,Enterprise Database Management ,4,,,
BADM,555,Info Sys Development and Mgt ,4,,,
BADM,557,Topics in Business Intelligence ,2 or 4,,,
BADM,558,Big Data Infrastructures ,4,,,
BADM,559,Enterprise IT Governance ,4,,,
BADM,561,Revenue Management ,2,Familiarity with use of Excel,,
BADM,562,Social Media Strategy ,4,"Enrollment in the MBA, MSTM, or PMBA program or in the IT Graduate Minor/Concentration",,
BADM,563,Operations Strategy ,4,"Enrollment in the MBA or MSTM program, or the Supply Chain Management Concentration",,
BADM,564,Business Process Improvement ,4,"BADM 567, MBA 502 MSP, or consent of instructor",,
BADM,565,Strategic Sourcing ,4,,,
BADM,566,Supply Chain Management ,2 or 4,,,
BADM,567,Operations Management ,2 or 4,,,
BADM,569,Res Topics in Operations Mgt ,4,Ph,,
BADM,571,Digital Business & IT Strategy ,2,Restricted to students in MAS and MSTM programs,,
BADM,572,Stat for Mgt Decision Making ,2 or 4,,,
BADM,573,Decision Analytics ,2 or 4,,,
BADM,574,Simulation and Risk Analysis ,2,,,
BADM,575,Supply Chain Analytics ,4,,,
BADM,576,Data Science and Analytics ,4,,,
BADM,577,Predictive Data Analytics ,4,,,
BADM,582,Multinational Management ,4,,,
BADM,583,Current Topics in Intl Bus ,4,,,
BADM,584,Global Marketing ,4,,,
BADM,586,Intl Comparative Management ,4,,,
BADM,588,Business Practice Immersion ,0 to 4,Enrollment in MS Program in Business,,
BADM,589,Project Management ,2 or 4,,,
BADM,590,Seminar in Business Admin ,0 to 4,,,
BADM,591,Proseminar in Business Admin ,0 to 4,,,
BADM,593,Research in Special Fields ,1 to 8,,,
BADM,594,Independent Study and Research ,2 or 4,,,
BADM,595,Business Fundamentals ,2,,,
BADM,599,Dissertation Research ,0 to 16,,,
BASQ,401,Beginners' Basque ,3,"Four semesters or equivalent of Spanish, French or another Romance language",,
BASQ,402,Readings in Basque Studies ,3,BASQ 401 or consent of instructor,,
BCOG,100,Introduction to the Brain and Cognitive Science ,3,,,
BCOG,200,Introduction to Programming for the Brain and Cognitive Sciences ,4,,,
BCOG,301,Intelligence and the Brain ,3,,,
BCOG,458,Advances in Brain and Cognitive Science ,3,"One of PSYC 224, PSYC 248, PHIL, 202, PHIL 270, or consent of instructor",,
BCOG,492,Capstone Undergraduate Research ,3,"Senior standing in Brain and Cognitive Sciences, and consent of instructor",,
BCS,101,First Year Bosnian-Croatian-Serbian I ,4,,,
BCS,102,First Year Bosnian-Croatian-Serbian II ,4,BCS 101 or equivalent proficiency,,
BCS,115,South Slavic Cultures ,3,,"SBS, CS","SS, NW"
BCS,199,Undergraduate Open Seminar ,1 to 5,,,
BCS,201,Second Year Bosnian-Croatian-Serbian I ,4,BCS 102 or equivalent proficiency,,
BCS,202,Second Year Bosnian-Croatian-Serbian II ,4,BCS 201 or equivalent proficiency,,
BCS,215,Yugoslavia and After ,3,,CS,WCC
BCS,301,Third Year Bosnian-Croatian-Serbian I ,3,Knowledge of another Slavic language or consent of instructor,,
BCS,302,Third Year Bosnian-Croatian-Serbian II ,3,BCS 301 or consent of instructor,,
BDI,199,Undergraduate Open Seminar ,1 to 5,,,
BDI,367,Data Visualization and Communication ,3,"Restricted to Sophomores, Juniors, and Seniors",,
BDI,411,"Blockchain, Tokens, and Their Application in Business ",3 or 4,,,
BDI,475,Introduction to Data Analytics Applications in Business ,3,,,
BDI,477,Emerging Technology and Disruption: Learning to Navigate an Uncertain Future ,3 or 4,,,
BDI,513,Data Storytelling ,4,Enrollment in a graduate degree program or consent of the department,,
BDI,577,Disruption and Emerging Technologies ,4,Restricted to students in the online Master of Business Administration (iMBA) program or the online Master of Science in Accountancy (iMSA) program,,
BDI,593,Special Research Problems ,1 to 8,Enrollment in graduate degree program,,
BIOC,190,Biochemistry Orientation ,1,"Biochemistry Specialized Curriculum majors, transfers and first year freshmen only",,
BIOC,199,Undergraduate Open Seminar ,1 to 5,,,
BIOC,290,Individual Topics ,1 to 5,Consent of instructor,,
BIOC,406,Gene Expression & Regulation ,3,,,
BIOC,446,Physical Biochemistry ,3,It is strongly recommended to take CHEM 440 (section B) prior to this course,,
BIOC,455,Technqs Biochem & Biotech ,4,"CHEM 232 or CHEM 236, or equivalent; credit in MCB 251 or equivalent, and MCB 354 or MCB 450 or equivalent, or consent of instructor",,
BIOC,460,Biochemistry Senior Seminar ,3,"Completion of the Campus Composition I general education requirement; MCB 354 and BIOC 455, or consent of instructor",ACP,
BIOC,492,Senior Thesis ,1 to 6,"MCB 354 and BIOC 455, or consent of instructor",,
BIOC,555,Anlys Biochemical Literature ,2,,,
BIOC,590,Individual Topics ,1 to 16,Consent of head of department,,
BIOC,595,Biochemistry Seminar ,0 to 1,Graduate standing in Biochemistry,,
BIOC,599,Thesis Research ,0 to 16,,,
BIOE,100,Bioengineering Seminar ,1,,,
BIOE,120,Introduction to Bioengineering ,1,,,
BIOE,198,Special Topics ,1 to 3,Restricted to majors only,,
BIOE,199,Undergraduate Open Seminar ,1 to 5,,,
BIOE,200,Bioengineering Career Immersion ,1,BIOE 120,,
BIOE,201,Conservation Principles Bioeng ,3,"CHEM 104, MCB 150, and PHYS 211",,
BIOE,202,Cell & Tissue Engineering Lab ,2,"MCB 150, and credit or concurrent enrollment in BIOE 206",,
BIOE,205,Signals & Systems in Bioengrg ,3,"CS 101 or CS 124, PHYS 212, and credit or concurrent registration in MATH 285",,
BIOE,206,Cellular Bioengineering ,3,MCB 150,,
BIOE,210,Linear Algebra for Biomedical Data Science ,3,"CS 101 or CS 124, and MATH 231",,
BIOE,297,Individual Study ,1 to 4,Approved written application to department as specified by department or instructor,,
BIOE,298,Special Topics ,1 to 4,,,
BIOE,302,Modeling Human Physiology ,3,BIOE 205 and one of MCB 252 or BIOE 206,,
BIOE,303,Quantitative Physiology Lab ,2,Concurrent enrollment in BIOE 302 is allowed,,
BIOE,306,Biofabrication Lab ,3,BIOE 202,,
BIOE,310,Computational Tools for Biological Data ,3,BIOE 210 or MATH 257,,
BIOE,360,Transport & Flow in Bioengrg ,3,BIOE 201 and MATH 285,,
BIOE,380,Biomedical Imaging ,3,,,
BIOE,397,Individual Study ,1 to 4,Approved written application to department as specified by department or instructor,,
BIOE,398,Special Topics ,1 to 4,,,
BIOE,400,Bioengineering Senior Design ,4,"BIOE 302, BIOE 303, BIOE 414, BIOE 415",ACP,
BIOE,404,CS+BIOE Senior Design ,4,"CS 374, BIOE 310, BIOE 206 or BIOE 302",,
BIOE,414,Biomedical Instrumentation ,3,"BIOE 205, ECE 205 or ECE 210",,
BIOE,415,Biomedical Instrumentation Lab ,2,Credit or concurrent registration in BIOE 414,,
BIOE,416,Biosensors ,3,,,
BIOE,420,Intro Bio Control Systems ,3,"BIOE 302, BIOE 303, BIOE 414, BIOE 415",,
BIOE,424,Preclinical Molecular Imaging ,3 or 4,BIOE 205 is recommended,,
BIOE,427,Biomedical Ultrasound Imaging ,3,,,
BIOE,430,Intro Synthetic Biology ,3 or 4,BIOE 206 or MCB 252; and MATH 285,,
BIOE,432,Systems Biology: Uncovering Design Principles of Biological Networks ,3 or 4,MATH 285 or equivalent knowledge,,
BIOE,434,Immunoengineering ,3 or 4,Background in advanced biology or related field,,
BIOE,450,Introduction to Quantitative Pharmacology ,3 or 4,"CS 101 or CS 124, CHEM 232 or CHEM 236, MCB 150, MATH 231",,
BIOE,460,Gene Editing Lab ,3,BIOE 202 and BIOE 206,,
BIOE,461,Cellular Biomechanics ,4,,,
BIOE,467,Biophotonics ,3,,,
BIOE,476,Tissue Engineering ,3,MCB 150 and BIOE 206,,
BIOE,479,Cancer Nanotechnology ,3,"BIOE 206, CHEM 232",,
BIOE,480,Magnetic Resonance Imaging ,3 or 4,,,
BIOE,481,Whole-Body Musculoskel Biomech ,3 or 4,,,
BIOE,482,Musculoskel Tissue Mechanics ,3 or 4,,,
BIOE,483,Biomedical Computed Imaging Systems ,3 or 4,"BIOE 205, BIOE 210, ECE 380/BIOE 380",,
BIOE,484,Statistical Analysis of Biomedical Images ,3 or 4,BIOE 485 or permission of the instructor,,
BIOE,485,Computational Mathematics for Machine Learning and Imaging ,4,Restricted to senior undergraduate or graduate standing in an engineering degree program or consent of instructor,,
BIOE,486,Applied Deep Learning for Biomedical Imaging ,3 or 4,"MATH 241 or equivalent; BIOE 210, MATH 415 or equivalent; BIOE 310, ECE 310, STAT 410 or equivalent; BIOE 198, CS 101 or equivalent; BIOE 483; BIOE 485; or consent of the instructor",,
BIOE,487,Stem Cell Bioengineering ,3 or 4,BIOE 476,,
BIOE,488,Applied High-Performance Computing for Imaging Science ,3,Familiarity with the Python programming language,,
BIOE,489,"Regulations, Ethics and Logistics in Biomedical Applications of Machine Learning ",3 or 4,Restricted to students with senior undergraduate or graduate standing and familiarity with machine learning principles,,
BIOE,497,Individual Study ,1 to 4,Approved written application to department as specified by department or instructor,,
BIOE,498,Special Topics ,1 to 4,,,
BIOE,499,Senior Thesis ,1 to 5,Senior Standing,,
BIOE,500,Graduate Seminar ,0 or 1,,,
BIOE,501,Seminar Discussion ,1,,,
BIOE,502,Bioengineering Professionalism ,2,,,
BIOE,504,Analytical Methods in Bioeng ,4,MATH 285,,
BIOE,505,Computational Bioengineering ,4,STAT 400,,
BIOE,507,Advanced Bioinstrumentation ,4,BIOE 504,,
BIOE,510,Computational Cancer Biology ,4,"BIOE 206, CS 101, MATH 285",,
BIOE,516,Advanced Biosensors ,4,,,
BIOE,526,Advances in Biotechnology ,4,Knowledge equivalent to an advanced molecular and cellular biology course is recommended,,
BIOE,570,Seminar Series ,1,For students enrolled in the M,,
BIOE,571,Biological Measurement I ,4,For students enrolled in the M,,
BIOE,572,Biological Measurement II ,4,BIOE 571,,
BIOE,573,Managing Business Operations ,4,For students enrolled in the M,,
BIOE,574,Innovation and Introduction to Financial Decision Making ,4,For students enrolled in the M,,
BIOE,575,Capstone Project ,3,Proficiency in MATLAB and completion of or concurrent enrollment in core classes required for the Master of Engineering (M,,
BIOE,580,Foundations of Imaging Science ,4,Concurrent enrollment in BIOE 485 and BIOE 483; or instructor approval,,
BIOE,586,Deep Generative Models in Bioimaging ,4,"BIOE 486, BIOE 485, BIOE 483, BIOE 580 or consent of instructor",,
BIOE,588,Biomedical Image Computing Capstone Project Literature Review ,1,Graduate student standing,,
BIOE,589,Biomedical Image Computing Capstone Project ,4,"BIOE 588, BIOE 484, BIOE 486, BIOE 580",,
BIOE,597,Individual Study ,1 to 8,Approved written application to department as specified by department or instructor,,
BIOE,598,Special Topics ,1 to 4,,,
BIOE,599,Thesis Research ,0 to 16,,,
BIOL,599,Thesis Research ,0 to 16,,,
BIOP,401,Introduction to Biophysics ,3,"MCB 354 or MCB 450, or equivalent, or consent of instructor",,
BIOP,419,"Brain, Behavior & Info Process ",3,,,
BIOP,432,Photosynthesis ,3,,,
BIOP,550,Biomolecular Physics ,4,,,
BIOP,576,Computational Chemical Biology ,4,,,
BIOP,581,Lab Rotation I ,2,First-year graduate status and consent of department; concurrent registration in BIOP 582 and BIOP 583,,
BIOP,582,Lab Rotation II ,2,First-year graduate status and consent of department; concurrent registration in BIOP 581 and BIOP 583,,
BIOP,583,Lab Rotation III ,2,First-year graduate status and consent of department; concurrent registration in BIOP 581 and BIOP 582,,
BIOP,586,Special Topics in Biophysics ,1 to 4,Consent of instructor,,
BIOP,590,Individual Topics ,2 to 10,Consent of department,,
BIOP,595,Biophysics Seminars ,1 to 2,Graduate standing in Biophysics and Quantitative Biology,,
BIOP,599,Thesis Research ,0 to 16,,,
BSE,600,Global One Health ,3,,,
BSE,602,Public Health Clinical Applications ,4,Students must be professional student in the Carle Illinois College of Medicine,,
BSE,612,Foundations: Molecules to Populations ,13,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,631,Cardiovascular ,4,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,632,Respiratory ,3,Restricted to students enrolled in the MD or MD/PhD program at Carle Illinois College of Medicine,,
BSE,633,Renal ,3,Restricted to students enrolled in the MD or MD/PhD program at Carle Illinois College of Medicine,,
BSE,634,Clinical Neuroscience ,5,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,635,Musculoskeletal and Integumentary System ,4,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,636,"Digestion, Nutrition, & Metabolism ",1 to 5,Participation in ongoing study of the digestive system,,
BSE,638,"Endocrine, Genitourinary, & Women's Health ",1 to 10,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,642,"Hematology, Oncology, Infection, and Immunity ",1 to 6,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,644,Multisystem Conditions ,4,Restricted to students enrolled in Phase 1 of the Carle Illinois College of Medicine curriculum,,
BSE,645,Synthesis & Summary ,6,This course is restricted to Carle Illinois College of Medicine Students,,
BSE,655,Research Elective ,1 to 16,This course is restricted to Carle Illinois College of Medicine students,,
BSE,660,Self-Designed Study ,1 to 16,This course is restricted to Carle Illinois College of Medicine students,,
BSE,666,Academic Progress I (Longitudinal) ,0,Restricted to Carle Illinois College of Medicine students,,
BSE,680,"Innovation, Design, Engineering and Analysis Projects (Longitudinal) ",0 to 6,Restricted to students enrolled in Phase 2 of the Carle Illinois College of Medicine curriculum,,
BSE,685,Medicine - Capstone Project (Longitudinal) ,2 to 4,Restricted to students enrolled in Phase 3 of the Carle Illinois College of Medicine curriculum,,
BSE,686,Medicine - Data Science Project (Longitudinal) ,2 to 4,Restricted to students enrolled in Phase 3 of the Carle Illinois College of Medicine curriculum,,
BSE,700,Innovations in Problem Based Learning ,4,Students must be in Phase 2 or Phase 3 of the curriculum,,
BSE,701,Introduction to Telemedicine ,2,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,702,Medical Spanish ,2,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,703,Medical Informatics ,2,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,704,Medicine in Literature ,2,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,705,Race in Medicine ,4,Restricted to students enrolled in the Carle Illinois college of Medicine curriculum,,
BSE,706,Literature Review in Pathology ,4,Restricted to students enrolled at the Carle Illinois College of Medicine,,
BSE,707,Interreligious Perspectives on Health and Medicine ,4,,,
BSE,708,Social Medicine and the Normative Body ,2,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,709,"Microbiomes Matter: The Path to Regenerative Systems of Farm, Food and Health in the Age of Climate ",2,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,710,Computational Genomics ,2,This course is restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,711,"Climate Change, Planetary Health and Sustainability ",2,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,712,Artificial Intelligence in Health ,4,Restricted to students enrolled at Carle Illinois College of Medicine,,
BSE,720,Advanced Anatomy ,4,Restricted to students enrolled in the MD program at Carle Illinois College of Medicine,,
BSE,721,Neurocardiology ,4,Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine,,
BSE,730,Introduction to Deep Learning on Healthcare Data ,2,"Experience with Python programming, basic machine learning, and Jupyter notebooks",,
BSE,732,Healthcare Process Management ,4,Successful completion of the Carle Illinois College of Medicine Phase 1 curriculum,,
BSE,733,Introduction to Research ,1,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,734,Medical Chinese ,2,Restricted to students enrolled in Phase 3 of the Carle Illinois College of Medicine curriculum,,
BSE,735,Leadership in PBL I ,1,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,736,Leadership in PBL II ,4,Completion of all clerkships and Leadership in PBL I,,
BSE,737,Exploring Anatomy through the Virtual Reality Lens ,1,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,738,Advanced Anatomy for Teaching ,4,Restricted to students enrolled beyond Phase 1 of the Carle Illinois College of Medicine,,
BSE,739,Medical Device Product Development ,1 to 16,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,740,Artificial Intelligence in Medicine ,4,Restricted to students enrolled in the Care Illinois College of Medicine,,
BSE,741,Gamified Learning in Broadly Defined Medical Education ,4,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,742,Network Science for Health and Social Care ,1,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,743,Introduction to Health Systems Science ,1,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,744,Simulation I ,2,Restricted to students enrolled in Carle Illinois College of Medicine,,
BSE,745,Medical Ethics at the Beginning and End of Life ,2,Restricted to students enrolled in the Carle Illinois Collage of Medicine,,
BSE,770,Service Learning Elective ,1 to 16,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BSE,799,Advanced Non-Clinical Electives ,0 to 8,Restricted to students enrolled in the Carle Illinois College of Medicine,,
BTW,199,Undergraduate Open Seminar ,1 to 5,,,
BTW,250,Principles Bus Comm ,3,Sophomore standing and completion of campus Composition I requirement,ACP,
BTW,261,Principles Tech Comm ,3,Sophomore standing and completion of campus Composition I requirement,ACP,
BTW,263,Writing in the Disciplines ,3,Sophomore standing and completion of campus Composition I requirement,ACP,
BTW,271,Persuasive Writing ,3,Sophomore standing and completion of Composition I requirement,,
BTW,279,Writing Job Applications ,1,,,
BTW,280,Global Business Communication ,3,Completion of the campus Composition I requirement,ACP,
BTW,285,Writing a Web Presence ,3,Composition I,ACP,
BTW,290,Individual Study ,0 to 3,Consent of instructor,,
